run_at,column_name,business_name,definition,calculation_logic,unit,owner,dimension,is_business_key,datasets,sf_type,null_pct_avg,distinct_count,documentation_status
2026-06-05 16:17 UTC,GRPS_HG_MEXICO_PONDERADOS,[TO BE DEFINED],[TO BE DEFINED],[TO BE DEFINED],[TO BE DEFINED],[TO BE DEFINED],[TO BE CLASSIFIED],False,DATA_MKT_OFF,DoubleType(),100.0,1,TO BE DEFINED
2026-06-05 16:17 UTC,IMPACTOS_AMAS,[TO BE DEFINED],[TO BE DEFINED],[TO BE DEFINED],[TO BE DEFINED],[TO BE DEFINED],[TO BE CLASSIFIED],False,DATA_MKT_OFF,DoubleType(),18.99,98022,TO BE DEFINED
2026-06-05 16:17 UTC,GRPS_AMAS,[TO BE DEFINED],[TO BE DEFINED],[TO BE DEFINED],[TO BE DEFINED],[TO BE DEFINED],[TO BE CLASSIFIED],False,DATA_MKT_OFF,DoubleType(),18.99,1238,TO BE DEFINED
2026-06-05 16:17 UTC,IMPACTOS_HG_CDMX,[TO BE DEFINED],[TO BE DEFINED],[TO BE DEFINED],[TO BE DEFINED],[TO BE DEFINED],[TO BE CLASSIFIED],False,DATA_MKT_OFF,DoubleType(),58.21,71479,TO BE DEFINED
2026-06-05 16:17 UTC,GRPS_HG_CDMX,[TO BE DEFINED],[TO BE DEFINED],[TO BE DEFINED],[TO BE DEFINED],[TO BE DEFINED],[TO BE CLASSIFIED],False,DATA_MKT_OFF,DoubleType(),58.21,1328,TO BE DEFINED
2026-06-05 16:17 UTC,GRPS_HG_CDMX_PONDERADOS,[TO BE DEFINED],[TO BE DEFINED],[TO BE DEFINED],[TO BE DEFINED],[TO BE DEFINED],[TO BE CLASSIFIED],False,DATA_MKT_OFF,DoubleType(),58.21,7278,TO BE DEFINED
2026-06-05 16:17 UTC,IMPACTOS_AMAS_CDMX,[TO BE DEFINED],[TO BE DEFINED],[TO BE DEFINED],[TO BE DEFINED],[TO BE DEFINED],[TO BE CLASSIFIED],False,DATA_MKT_OFF,DoubleType(),58.21,56788,TO BE DEFINED
2026-06-05 16:17 UTC,GRPS_AMAS_CDMX,[TO BE DEFINED],[TO BE DEFINED],[TO BE DEFINED],[TO BE DEFINED],[TO BE DEFINED],[TO BE CLASSIFIED],False,DATA_MKT_OFF,DoubleType(),58.21,1107,TO BE DEFINED
2026-06-05 16:17 UTC,IMPACTOS_HG_GDL,[TO BE DEFINED],[TO BE DEFINED],[TO BE DEFINED],[TO BE DEFINED],[TO BE DEFINED],[TO BE CLASSIFIED],False,DATA_MKT_OFF,DoubleType(),58.21,21505,TO BE DEFINED
2026-06-05 16:17 UTC,GRPS_HG_GDL,[TO BE DEFINED],[TO BE DEFINED],[TO BE DEFINED],[TO BE DEFINED],[TO BE DEFINED],[TO BE CLASSIFIED],False,DATA_MKT_OFF,DoubleType(),58.21,1369,TO BE DEFINED
2026-06-05 16:17 UTC,GRPS_HG_GDL_PONDERADOS,[TO BE DEFINED],[TO BE DEFINED],[TO BE DEFINED],[TO BE DEFINED],[TO BE DEFINED],[TO BE CLASSIFIED],False,DATA_MKT_OFF,DoubleType(),58.21,7064,TO BE DEFINED
2026-06-05 16:17 UTC,IMPACTOS_AMAS_GDL,[TO BE DEFINED],[TO BE DEFINED],[TO BE DEFINED],[TO BE DEFINED],[TO BE DEFINED],[TO BE CLASSIFIED],False,DATA_MKT_OFF,DoubleType(),58.21,15890,TO BE DEFINED
2026-06-05 16:17 UTC,GRPS_AMAS_GDL,[TO BE DEFINED],[TO BE DEFINED],[TO BE DEFINED],[TO BE DEFINED],[TO BE DEFINED],[TO BE CLASSIFIED],False,DATA_MKT_OFF,DoubleType(),58.21,1043,TO BE DEFINED
2026-06-05 16:17 UTC,IMPACTOS_HG_MTY,[TO BE DEFINED],[TO BE DEFINED],[TO BE DEFINED],[TO BE DEFINED],[TO BE DEFINED],[TO BE CLASSIFIED],False,DATA_MKT_OFF,DoubleType(),58.21,22465,TO BE DEFINED
2026-06-05 16:17 UTC,GRPS_HG_MTY,[TO BE DEFINED],[TO BE DEFINED],[TO BE DEFINED],[TO BE DEFINED],[TO BE DEFINED],[TO BE CLASSIFIED],False,DATA_MKT_OFF,DoubleType(),58.21,1342,TO BE DEFINED
2026-06-05 16:17 UTC,GRPS_HG_MTY_PONDERADOS,[TO BE DEFINED],[TO BE DEFINED],[TO BE DEFINED],[TO BE DEFINED],[TO BE DEFINED],[TO BE CLASSIFIED],False,DATA_MKT_OFF,DoubleType(),58.21,6541,TO BE DEFINED
2026-06-05 16:17 UTC,IMPACTOS_AMAS_MTY,[TO BE DEFINED],[TO BE DEFINED],[TO BE DEFINED],[TO BE DEFINED],[TO BE DEFINED],[TO BE CLASSIFIED],False,DATA_MKT_OFF,DoubleType(),58.21,16180,TO BE DEFINED
2026-06-05 16:17 UTC,GRPS_AMAS_MTY,[TO BE DEFINED],[TO BE DEFINED],[TO BE DEFINED],[TO BE DEFINED],[TO BE DEFINED],[TO BE CLASSIFIED],False,DATA_MKT_OFF,DoubleType(),58.21,1147,TO BE DEFINED
2026-06-05 16:17 UTC,IDENTIFICADOR_FDP,[TO BE DEFINED],[TO BE DEFINED],[TO BE DEFINED],[TO BE DEFINED],[TO BE DEFINED],[TO BE CLASSIFIED],False,DATA_MKT_OFF,"DecimalType(38,0)",58.41,3,TO BE DEFINED
2026-06-05 16:17 UTC,IDENTIFICADOR_AGUA_NATURAL,[TO BE DEFINED],[TO BE DEFINED],[TO BE DEFINED],[TO BE DEFINED],[TO BE DEFINED],[TO BE CLASSIFIED],False,DATA_MKT_OFF,"DecimalType(38,0)",58.41,3,TO BE DEFINED
2026-06-05 16:17 UTC,IDENTIFICADOR_AQUADRINKS,[TO BE DEFINED],[TO BE DEFINED],[TO BE DEFINED],[TO BE DEFINED],[TO BE DEFINED],[TO BE CLASSIFIED],False,DATA_MKT_OFF,"DecimalType(38,0)",58.19,3,TO BE DEFINED
2026-06-05 16:17 UTC,IDENTIFICADOR_PLANT_BASED,[TO BE DEFINED],[TO BE DEFINED],[TO BE DEFINED],[TO BE DEFINED],[TO BE DEFINED],[TO BE CLASSIFIED],False,DATA_MKT_OFF,"DecimalType(38,0)",58.19,3,TO BE DEFINED
2026-06-05 16:17 UTC,CATEGORIA_NUEVA,[TO BE DEFINED],[TO BE DEFINED],[TO BE DEFINED],[TO BE DEFINED],[TO BE DEFINED],[TO BE CLASSIFIED],False,DATA_MKT_OFF,StringType(),87.12,3,TO BE DEFINED
2026-06-05 16:17 UTC,GRPS_HT_20,[TO BE DEFINED],[TO BE DEFINED],[TO BE DEFINED],[TO BE DEFINED],[TO BE DEFINED],[TO BE CLASSIFIED],False,DATA_MKT_OFF,DoubleType(),45.33,12956,TO BE DEFINED
2026-06-05 16:17 UTC,NETWORK_PROVEEDOR,[TO BE DEFINED],[TO BE DEFINED],[TO BE DEFINED],[TO BE DEFINED],[TO BE DEFINED],[TO BE CLASSIFIED],False,DATA_MKT_OFF,StringType(),99.9,4,TO BE DEFINED
2026-06-05 16:17 UTC,PLATAFORMA_TRANSMITIDO,[TO BE DEFINED],[TO BE DEFINED],[TO BE DEFINED],[TO BE DEFINED],[TO BE DEFINED],[TO BE CLASSIFIED],False,DATA_MKT_OFF,StringType(),99.76,13,TO BE DEFINED
2026-06-05 16:17 UTC,IMPORTE_BONIF,[TO BE DEFINED],[TO BE DEFINED],[TO BE DEFINED],[TO BE DEFINED],[TO BE DEFINED],[TO BE CLASSIFIED],False,DATA_MKT_OFF,DoubleType(),99.91,21,TO BE DEFINED
2026-06-05 16:17 UTC,UBICACION,[TO BE DEFINED],[TO BE DEFINED],[TO BE DEFINED],[TO BE DEFINED],[TO BE DEFINED],[TO BE CLASSIFIED],False,DATA_MKT_OFF,StringType(),99.78,58,TO BE DEFINED
2026-06-05 16:17 UTC,REGION_MP,[TO BE DEFINED],[TO BE DEFINED],[TO BE DEFINED],[TO BE DEFINED],[TO BE DEFINED],[TO BE CLASSIFIED],False,DATA_MKT_OFF,StringType(),99.78,18,TO BE DEFINED
2026-06-05 16:17 UTC,PRODUCCION_FACTURABLE,[TO BE DEFINED],[TO BE DEFINED],[TO BE DEFINED],[TO BE DEFINED],[TO BE DEFINED],[TO BE CLASSIFIED],False,DATA_MKT_OFF,DoubleType(),99.97,2,TO BE DEFINED
2026-06-05 16:17 UTC,PRODUCCION_BONIFICABLE,[TO BE DEFINED],[TO BE DEFINED],[TO BE DEFINED],[TO BE DEFINED],[TO BE DEFINED],[TO BE CLASSIFIED],False,DATA_MKT_OFF,DoubleType(),99.97,2,TO BE DEFINED
2026-06-05 16:17 UTC,PLATAFORMA_COMPRA,[TO BE DEFINED],[TO BE DEFINED],[TO BE DEFINED],[TO BE DEFINED],[TO BE DEFINED],[TO BE CLASSIFIED],False,DATA_MKT_OFF,StringType(),99.91,3,TO BE DEFINED
2026-06-05 16:17 UTC,GRPS_AMAS_20,[TO BE DEFINED],[TO BE DEFINED],[TO BE DEFINED],[TO BE DEFINED],[TO BE DEFINED],[TO BE CLASSIFIED],False,DATA_MKT_OFF,DoubleType(),70.71,6078,TO BE DEFINED
2026-06-05 16:17 UTC,GRPS_INDIV19,[TO BE DEFINED],[TO BE DEFINED],[TO BE DEFINED],[TO BE DEFINED],[TO BE DEFINED],[TO BE CLASSIFIED],False,DATA_MKT_OFF,DoubleType(),6.11,1126,TO BE DEFINED
2026-06-05 16:17 UTC,IMPACTOS_INDIV19,[TO BE DEFINED],[TO BE DEFINED],[TO BE DEFINED],[TO BE DEFINED],[TO BE DEFINED],[TO BE CLASSIFIED],False,DATA_MKT_OFF,StringType(),87.97,18645,TO BE DEFINED
2026-06-05 16:17 UTC,GRPS_INDIV19_20,[TO BE DEFINED],[TO BE DEFINED],[TO BE DEFINED],[TO BE DEFINED],[TO BE DEFINED],[TO BE CLASSIFIED],False,DATA_MKT_OFF,StringType(),50.13,6106,TO BE DEFINED
2026-06-05 16:17 UTC,GRPS_INDIV19_CDMX,[TO BE DEFINED],[TO BE DEFINED],[TO BE DEFINED],[TO BE DEFINED],[TO BE DEFINED],[TO BE CLASSIFIED],False,DATA_MKT_OFF,DoubleType(),45.33,1184,TO BE DEFINED
2026-06-05 16:17 UTC,IMPACTOS_INDIV19_CDMX,[TO BE DEFINED],[TO BE DEFINED],[TO BE DEFINED],[TO BE DEFINED],[TO BE DEFINED],[TO BE CLASSIFIED],False,DATA_MKT_OFF,StringType(),70.71,70623,TO BE DEFINED
2026-06-05 16:17 UTC,GRPS_INDIV19_CDMX_20,[TO BE DEFINED],[TO BE DEFINED],[TO BE DEFINED],[TO BE DEFINED],[TO BE DEFINED],[TO BE CLASSIFIED],False,DATA_MKT_OFF,DoubleType(),45.34,49180,TO BE DEFINED
2026-06-05 16:17 UTC,GRPS_INDIV19_GDL,[TO BE DEFINED],[TO BE DEFINED],[TO BE DEFINED],[TO BE DEFINED],[TO BE DEFINED],[TO BE CLASSIFIED],False,DATA_MKT_OFF,DoubleType(),45.33,1158,TO BE DEFINED
2026-06-05 16:17 UTC,IMPACTOS_INDIV19_GDL,[TO BE DEFINED],[TO BE DEFINED],[TO BE DEFINED],[TO BE DEFINED],[TO BE DEFINED],[TO BE CLASSIFIED],False,DATA_MKT_OFF,StringType(),70.71,22834,TO BE DEFINED
2026-06-05 16:17 UTC,GRPS_INDIV19_GDL_20,[TO BE DEFINED],[TO BE DEFINED],[TO BE DEFINED],[TO BE DEFINED],[TO BE DEFINED],[TO BE CLASSIFIED],False,DATA_MKT_OFF,DoubleType(),45.34,25637,TO BE DEFINED
2026-06-05 16:17 UTC,GRPS_INDIV19_MTY,[TO BE DEFINED],[TO BE DEFINED],[TO BE DEFINED],[TO BE DEFINED],[TO BE DEFINED],[TO BE CLASSIFIED],False,DATA_MKT_OFF,DoubleType(),45.33,11323,TO BE DEFINED
2026-06-05 16:17 UTC,IMPACTOS_INDIV19_MTY,[TO BE DEFINED],[TO BE DEFINED],[TO BE DEFINED],[TO BE DEFINED],[TO BE DEFINED],[TO BE CLASSIFIED],False,DATA_MKT_OFF,StringType(),70.71,19480,TO BE DEFINED
2026-06-05 16:17 UTC,GRPS_INDIV19_MTY_20,[TO BE DEFINED],[TO BE DEFINED],[TO BE DEFINED],[TO BE DEFINED],[TO BE DEFINED],[TO BE CLASSIFIED],False,DATA_MKT_OFF,DoubleType(),45.34,27477,TO BE DEFINED
2026-06-05 16:17 UTC,GRPS_HT_20_BADQUOTE,[TO BE DEFINED],[TO BE DEFINED],[TO BE DEFINED],[TO BE DEFINED],[TO BE DEFINED],[TO BE CLASSIFIED],False,DATA_MKT_OFF,DoubleType(),100.0,1,TO BE DEFINED
2026-06-05 16:17 UTC,GRPS_AMAS_20_BADQUOTE,[TO BE DEFINED],[TO BE DEFINED],[TO BE DEFINED],[TO BE DEFINED],[TO BE DEFINED],[TO BE CLASSIFIED],False,DATA_MKT_OFF,DoubleType(),100.0,1,TO BE DEFINED
2026-06-05 16:17 UTC,IMPACTOS_INDIV_19,[TO BE DEFINED],[TO BE DEFINED],[TO BE DEFINED],[TO BE DEFINED],[TO BE DEFINED],[TO BE CLASSIFIED],False,DATA_MKT_OFF,DoubleType(),70.71,92475,TO BE DEFINED
