run_at,dataset,column,value,frequency,coverage_pct
2026-06-08 16:20 UTC,DATA_WASTE,MARCA,BENEG,12428,0.18
2026-06-08 16:20 UTC,DATA_WASTE,MARCA,DELIGHT,11181,0.16
2026-06-08 16:20 UTC,DATA_WASTE,MARCA,0,9029,0.13
2026-06-08 16:20 UTC,DATA_WASTE,MARCA,DANONINOLIQUIDO,6571,0.09
2026-06-08 16:20 UTC,DATA_WASTE,MARCA,HERSHEYS,2897,0.04
2026-06-08 16:20 UTC,DATA_WASTE,MARCA,DANONE HERSHEYS,2106,0.03
2026-06-08 16:20 UTC,DATA_WASTE,MARCA,YO PRO,1373,0.02
2026-06-08 16:20 UTC,DATA_WASTE,MARCA,DANMMIX,543,0.01
2026-06-08 16:20 UTC,DATA_WASTE,MARCA,DAIRY,229,0.0
2026-06-08 16:20 UTC,DATA_WASTE,MARCA,SO DELICIOUS,105,0.0
2026-06-08 16:20 UTC,DATA_WASTE,MARCA,OCEAN,98,0.0
2026-06-08 16:20 UTC,DATA_WASTE,MARCA,DANISSIMO,89,0.0
2026-06-08 16:20 UTC,DATA_WASTE,MARCA,MULTI,75,0.0
2026-06-08 16:20 UTC,DATA_WASTE,MARCA,EN BLANCO,25,0.0
2026-06-08 16:20 UTC,DATA_WASTE,MARCA,(null),23,0.0
2026-06-08 16:20 UTC,DATA_WASTE,MARCA,DANONE YOGHURT,4,0.0
2026-06-08 16:20 UTC,DATA_WASTE,CANAL,NC MODERNO,5955986,83.9
2026-06-08 16:20 UTC,DATA_WASTE,CANAL,INTERNOS,661774,9.32
2026-06-08 16:20 UTC,DATA_WASTE,CANAL,TRADICIONAL,351821,4.96
2026-06-08 16:20 UTC,DATA_WASTE,CANAL,MODERNO,129674,1.83
2026-06-08 16:20 UTC,DATA_WASTE,FORMATO,CADENA BODEGA AURRERA,1769247,24.92
2026-06-08 16:20 UTC,DATA_WASTE,FORMATO,CADENA BODEGA AURRERA EXPRESS,1108588,15.62
2026-06-08 16:20 UTC,DATA_WASTE,FORMATO,CADENA SUPERCENTER,1042704,14.69
2026-06-08 16:20 UTC,DATA_WASTE,FORMATO,CADENA MI BODEGA AURRERA,882728,12.43
2026-06-08 16:20 UTC,DATA_WASTE,FORMATO,CADENA WALMART,538960,7.59
2026-06-08 16:20 UTC,DATA_WASTE,FORMATO,CADENA HEB,236553,3.33
2026-06-08 16:20 UTC,DATA_WASTE,FORMATO,CADENA CEDIS SORIANA,78645,1.11
2026-06-08 16:20 UTC,DATA_WASTE,FORMATO,0049 MX MACRO IRAPUATO,65008,0.92
2026-06-08 16:20 UTC,DATA_WASTE,FORMATO,CADENA SAMS CLUB,62747,0.88
2026-06-08 16:20 UTC,DATA_WASTE,FORMATO,CADENA HIPERSORIANA,55527,0.78
2026-06-08 16:20 UTC,DATA_WASTE,FORMATO,0049 MX GUADALAJARA,52117,0.73
2026-06-08 16:20 UTC,DATA_WASTE,FORMATO,0049 MX MONTERREY,51012,0.72
2026-06-08 16:20 UTC,DATA_WASTE,FORMATO,CADENA CHEDRAUI,48549,0.68
2026-06-08 16:20 UTC,DATA_WASTE,FORMATO,0049 MX CANCUN,45177,0.64
2026-06-08 16:20 UTC,DATA_WASTE,FORMATO,0049 MX PACHUCA,44962,0.63
2026-06-08 16:20 UTC,DATA_WASTE,FORMATO,0049 MX PUEBLA,44517,0.63
2026-06-08 16:20 UTC,DATA_WASTE,FORMATO,0049 MX MERIDA,42894,0.6
2026-06-08 16:20 UTC,DATA_WASTE,FORMATO,CADENA SUPER SORIANA,42667,0.6
2026-06-08 16:20 UTC,DATA_WASTE,FORMATO,0049 MX TIJUANA,41618,0.59
2026-06-08 16:20 UTC,DATA_WASTE,FORMATO,0049 MX SAN LUIS POTOSI,41601,0.59
2026-06-08 16:20 UTC,DATA_WASTE,FORMATO,0049 MX OAXACA,41573,0.59
2026-06-08 16:20 UTC,DATA_WASTE,FORMATO,CADENA SORIANA EXPRESS,39619,0.56
2026-06-08 16:20 UTC,DATA_WASTE,FORMATO,0049 MX AGUASCALIENTES,35905,0.51
2026-06-08 16:20 UTC,DATA_WASTE,FORMATO,0049 MX TORREON,31611,0.45
2026-06-08 16:20 UTC,DATA_WASTE,FORMATO,0049 MX QUERETARO,31407,0.44
2026-06-08 16:20 UTC,DATA_WASTE,FORMATO,0049 MX CD MEXICO   ,29741,0.42
2026-06-08 16:20 UTC,DATA_WASTE,FORMATO,CADENA MERCADO SORIANA,29352,0.41
2026-06-08 16:20 UTC,DATA_WASTE,FORMATO,0049 MX LEON,28911,0.41
2026-06-08 16:20 UTC,DATA_WASTE,FORMATO,0049 MX VERACRUZ,28230,0.4
2026-06-08 16:20 UTC,DATA_WASTE,FORMATO,0049 MX MORELIA,27217,0.38
2026-06-08 16:20 UTC,DATA_WASTE,FORMATO,0049 MX CULIACAN,24846,0.35
2026-06-08 16:20 UTC,DATA_WASTE,FORMATO,0049 MX TLAHUAC,23186,0.33
2026-06-08 16:20 UTC,DATA_WASTE,FORMATO,0049 MX TOLUCA,21451,0.3
2026-06-08 16:20 UTC,DATA_WASTE,FORMATO,0049 MX CD MEXICO,21346,0.3
2026-06-08 16:20 UTC,DATA_WASTE,FORMATO,0049 MX VILLAHERMOSA    ,20592,0.29
2026-06-08 16:20 UTC,DATA_WASTE,FORMATO,0049 MX CIUDAD JUAREZ,18418,0.26
2026-06-08 16:20 UTC,DATA_WASTE,FORMATO,0049 MX SAN JUAN DEL RIO,17476,0.25
2026-06-08 16:20 UTC,DATA_WASTE,FORMATO,0049 MX ZACATECAS    ,17066,0.24
2026-06-08 16:20 UTC,DATA_WASTE,FORMATO,0049 MX SAN ANTONIO,15794,0.22
2026-06-08 16:20 UTC,DATA_WASTE,FORMATO,0049 MX MEXICALI    ,15706,0.22
2026-06-08 16:20 UTC,DATA_WASTE,FORMATO,0049 MX CUAUTITLAN,15597,0.22
2026-06-08 16:20 UTC,DATA_WASTE,FORMATO,0049 MX ECATEPEC,15478,0.22
2026-06-08 16:20 UTC,DATA_WASTE,FORMATO,0049 MX CHIHUAHUA    ,14965,0.21
2026-06-08 16:20 UTC,DATA_WASTE,FORMATO,0049 MX VILLAHERMOSA,14616,0.21
2026-06-08 16:20 UTC,DATA_WASTE,FORMATO,0049 MX CORDOBA,14556,0.21
2026-06-08 16:20 UTC,DATA_WASTE,FORMATO,0049 MX CEDyS IRAPUATO,14040,0.2
2026-06-08 16:20 UTC,DATA_WASTE,FORMATO,0049 MX APIZACO,13790,0.19
2026-06-08 16:20 UTC,DATA_WASTE,FORMATO,0049 MX ZACATECAS,12025,0.17
2026-06-08 16:20 UTC,DATA_WASTE,FORMATO,0049 MX CHALCO,11944,0.17
2026-06-08 16:20 UTC,DATA_WASTE,FORMATO,0049 MX MEXICALI,11225,0.16
