sell_out_import_id,sell_out_int_id,so_name,so_brand,CBU_ID,sku_ean_cod,mat_idt,si_description,match_priority,match_method,match_confidence,review_status
758104004416,7581040044160,AGUA SABOR / LEVITE CLASICA / SURTIDO / 3PZ / 1.5LT /4.5LT,LEVITE,3,758104004416,85932,Z4VITE CLASICA MIXTO 1500 ML X3 FILM 224,2,EXACT_IMPORT_ID,0.9,CONFIRMED
758104004416,7581040044160,AGUA SABOR / LEVITE CLASICA / SURTIDO / 3PZ / 1.5LT /4.5LT,LEVITE,2,758104004416,85932,Z4VITE CLASICA MIXTO 1500 ML X3 FILM 224,2,EXACT_IMPORT_ID,0.9,CONFIRMED
