"""market_id""",MRKT_DSC_SHRT,"""hierarchy_level""","""hierarchy_number""","""hierarchy_name""","""hierarchy_column""",nielsen_source_cbu,mrkt_key,canal_std_m1,region_std_m1,mapping_status,channel_standard,gran_canal_grp,chain_standard,format_standard,canal_std,region_std
20237445,Autoservicios Surt. Completo Area 3,,,,,EDP_NIELSEN,AUTOSERVICIOS SURT. COMPLETO AREA 3,AUTOSERVICIO_SURTIDO_COMPLETO,AREA_3,CONFIRMED,MODERNO,UTT,,,MODERNO,AREA_3
20237443,Autoservicios Surt. Completo Area 4,,,,,EDP_NIELSEN,AUTOSERVICIOS SURT. COMPLETO AREA 4,AUTOSERVICIO_SURTIDO_COMPLETO,AREA_4,CONFIRMED,MODERNO,UTT,,,MODERNO,AREA_4
20237444,Autoservicios Surt. Completo Area 5,,,,,EDP_NIELSEN,AUTOSERVICIOS SURT. COMPLETO AREA 5,AUTOSERVICIO_SURTIDO_COMPLETO,AREA_5,CONFIRMED,MODERNO,UTT,,,MODERNO,AREA_5
20237448,Autoservicios Surt. Completo Area 6,,,,,EDP_NIELSEN,AUTOSERVICIOS SURT. COMPLETO AREA 6,AUTOSERVICIO_SURTIDO_COMPLETO,AREA_6,CONFIRMED,MODERNO,UTT,,,MODERNO,AREA_6
20237184,Autoservicios Surt. Completo Total Mexico,,,,,EDP_NIELSEN,AUTOSERVICIOS SURT. COMPLETO TOTAL MEXICO,AUTOSERVICIO_SURTIDO_COMPLETO,TOTAL_MEXICO,CONFIRMED,MODERNO,UTT,,,MODERNO,TOTAL_MEXICO
20237432,Autoservicios Surt. Esencial Area 1,,,,,EDP_NIELSEN,AUTOSERVICIOS SURT. ESENCIAL AREA 1,AUTOSERVICIO_SURTIDO_ESENCIAL,AREA_1,CONFIRMED,,,,,,AREA_1
20237435,Autoservicios Surt. Esencial Area 2,,,,,EDP_NIELSEN,AUTOSERVICIOS SURT. ESENCIAL AREA 2,AUTOSERVICIO_SURTIDO_ESENCIAL,AREA_2,CONFIRMED,,,,,,AREA_2
20237431,Autoservicios Surt. Esencial Area 3,,,,,EDP_NIELSEN,AUTOSERVICIOS SURT. ESENCIAL AREA 3,AUTOSERVICIO_SURTIDO_ESENCIAL,AREA_3,CONFIRMED,,,,,,AREA_3
20237434,Autoservicios Surt. Esencial Area 4,,,,,EDP_NIELSEN,AUTOSERVICIOS SURT. ESENCIAL AREA 4,AUTOSERVICIO_SURTIDO_ESENCIAL,AREA_4,CONFIRMED,,,,,,AREA_4
20237433,Autoservicios Surt. Esencial Area 5,,,,,EDP_NIELSEN,AUTOSERVICIOS SURT. ESENCIAL AREA 5,AUTOSERVICIO_SURTIDO_ESENCIAL,AREA_5,CONFIRMED,,,,,,AREA_5
20237436,Autoservicios Surt. Esencial Area 6,,,,,EDP_NIELSEN,AUTOSERVICIOS SURT. ESENCIAL AREA 6,AUTOSERVICIO_SURTIDO_ESENCIAL,AREA_6,CONFIRMED,,,,,,AREA_6
20237182,Autoservicios Surt. Esencial Total Mexico,,,,,EDP_NIELSEN,AUTOSERVICIOS SURT. ESENCIAL TOTAL MEXICO,AUTOSERVICIO_SURTIDO_ESENCIAL,TOTAL_MEXICO,CONFIRMED,,,,,,TOTAL_MEXICO
20237438,Autoservicios Surt. Extendido Area 1,,,,,EDP_NIELSEN,AUTOSERVICIOS SURT. EXTENDIDO AREA 1,AUTOSERVICIO_SURTIDO_EXTENDIDO,AREA_1,CONFIRMED,,,,,,AREA_1
20237442,Autoservicios Surt. Extendido Area 2,,,,,EDP_NIELSEN,AUTOSERVICIOS SURT. EXTENDIDO AREA 2,AUTOSERVICIO_SURTIDO_EXTENDIDO,AREA_2,CONFIRMED,,,,,,AREA_2
20237440,Autoservicios Surt. Extendido Area 3,,,,,EDP_NIELSEN,AUTOSERVICIOS SURT. EXTENDIDO AREA 3,AUTOSERVICIO_SURTIDO_EXTENDIDO,AREA_3,CONFIRMED,,,,,,AREA_3
20237441,Autoservicios Surt. Extendido Area 4,,,,,EDP_NIELSEN,AUTOSERVICIOS SURT. EXTENDIDO AREA 4,AUTOSERVICIO_SURTIDO_EXTENDIDO,AREA_4,CONFIRMED,,,,,,AREA_4
20237439,Autoservicios Surt. Extendido Area 5,,,,,EDP_NIELSEN,AUTOSERVICIOS SURT. EXTENDIDO AREA 5,AUTOSERVICIO_SURTIDO_EXTENDIDO,AREA_5,CONFIRMED,,,,,,AREA_5
20237437,Autoservicios Surt. Extendido Area 6,,,,,EDP_NIELSEN,AUTOSERVICIOS SURT. EXTENDIDO AREA 6,AUTOSERVICIO_SURTIDO_EXTENDIDO,AREA_6,CONFIRMED,,,,,,AREA_6
20237183,Autoservicios Surt. Extendido Total Mexico,,,,,EDP_NIELSEN,AUTOSERVICIOS SURT. EXTENDIDO TOTAL MEXICO,AUTOSERVICIO_SURTIDO_EXTENDIDO,TOTAL_MEXICO,CONFIRMED,,,,,,TOTAL_MEXICO
20237857,Autoservicios Surtido Completo Area 1_MT,,,,,WATER_RETAIL,AUTOSERVICIOS SURTIDO COMPLETO AREA 1_MT,AUTOSERVICIO_SURTIDO_COMPLETO,AREA_1,CONFIRMED,MODERNO,UTT,,,MODERNO,AREA_1
20237896,Autoservicios Surtido Completo Area 2_MT,,,,,WATER_RETAIL,AUTOSERVICIOS SURTIDO COMPLETO AREA 2_MT,AUTOSERVICIO_SURTIDO_COMPLETO,AREA_2,CONFIRMED,MODERNO,UTT,,,MODERNO,AREA_2
20237877,Autoservicios Surtido Completo Area 3_MT,,,,,WATER_RETAIL,AUTOSERVICIOS SURTIDO COMPLETO AREA 3_MT,AUTOSERVICIO_SURTIDO_COMPLETO,AREA_3,CONFIRMED,MODERNO,UTT,,,MODERNO,AREA_3
20237867,Autoservicios Surtido Completo Area 4_MT,,,,,WATER_RETAIL,AUTOSERVICIOS SURTIDO COMPLETO AREA 4_MT,AUTOSERVICIO_SURTIDO_COMPLETO,AREA_4,CONFIRMED,MODERNO,UTT,,,MODERNO,AREA_4
20237900,Autoservicios Surtido Completo Area 5_MT,,,,,WATER_RETAIL,AUTOSERVICIOS SURTIDO COMPLETO AREA 5_MT,AUTOSERVICIO_SURTIDO_COMPLETO,AREA_5,CONFIRMED,MODERNO,UTT,,,MODERNO,AREA_5
20237880,Autoservicios Surtido Completo Area 6_MT,,,,,WATER_RETAIL,AUTOSERVICIOS SURTIDO COMPLETO AREA 6_MT,AUTOSERVICIO_SURTIDO_COMPLETO,AREA_6,CONFIRMED,MODERNO,UTT,,,MODERNO,AREA_6
20238092,Autoservicios Surtido Completo_MT,,,,,WATER_RETAIL,AUTOSERVICIOS SURTIDO COMPLETO_MT,AUTOSERVICIO_SURTIDO_COMPLETO,SURTIDO COMPLETO,CONFIRMED,MODERNO,UTT,,,MODERNO,SURTIDO COMPLETO
20237856,Autoservicios Surtido Extendido Area 1_MT,,,,,WATER_RETAIL,AUTOSERVICIOS SURTIDO EXTENDIDO AREA 1_MT,AUTOSERVICIO_SURTIDO_EXTENDIDO,AREA_1,CONFIRMED,,,,,,AREA_1
20237897,Autoservicios Surtido Extendido Area 2_MT,,,,,WATER_RETAIL,AUTOSERVICIOS SURTIDO EXTENDIDO AREA 2_MT,AUTOSERVICIO_SURTIDO_EXTENDIDO,AREA_2,CONFIRMED,,,,,,AREA_2
20237876,Autoservicios Surtido Extendido Area 3_MT,,,,,WATER_RETAIL,AUTOSERVICIOS SURTIDO EXTENDIDO AREA 3_MT,AUTOSERVICIO_SURTIDO_EXTENDIDO,AREA_3,CONFIRMED,,,,,,AREA_3
20237866,Autoservicios Surtido Extendido Area 4_MT,,,,,WATER_RETAIL,AUTOSERVICIOS SURTIDO EXTENDIDO AREA 4_MT,AUTOSERVICIO_SURTIDO_EXTENDIDO,AREA_4,CONFIRMED,,,,,,AREA_4
20237901,Autoservicios Surtido Extendido Area 5_MT,,,,,WATER_RETAIL,AUTOSERVICIOS SURTIDO EXTENDIDO AREA 5_MT,AUTOSERVICIO_SURTIDO_EXTENDIDO,AREA_5,CONFIRMED,,,,,,AREA_5
20237881,Autoservicios Surtido Extendido Area 6_MT,,,,,WATER_RETAIL,AUTOSERVICIOS SURTIDO EXTENDIDO AREA 6_MT,AUTOSERVICIO_SURTIDO_EXTENDIDO,AREA_6,CONFIRMED,,,,,,AREA_6
20238141,Autoservicios Surtido Extendido_MT,,,,,WATER_RETAIL,AUTOSERVICIOS SURTIDO EXTENDIDO_MT,AUTOSERVICIO_SURTIDO_EXTENDIDO,SURTIDO EXTENDIDO,CONFIRMED,,,,,,SURTIDO EXTENDIDO
20268784,Autoservicios Tampico,,,,,EDP_NIELSEN,AUTOSERVICIOS TAMPICO,AUTOSERVICIO,TAMPICO,CONFIRMED,MODERNO,UTT,,,MODERNO,TAMPICO
20268768,Autoservicios Tepic,,,,,EDP_NIELSEN,AUTOSERVICIOS TEPIC,AUTOSERVICIO,TEPIC,CONFIRMED,MODERNO,UTT,,,MODERNO,TEPIC
20268792,Autoservicios Toluca,,,,,EDP_NIELSEN,AUTOSERVICIOS TOLUCA,AUTOSERVICIO,TOLUCA,CONFIRMED,MODERNO,UTT,,,MODERNO,TOLUCA
20268814,Autoservicios Torreon,,,,,EDP_NIELSEN,AUTOSERVICIOS TORREON,AUTOSERVICIO,TORREON,CONFIRMED,MODERNO,UTT,,,MODERNO,TORREON
20268762,Autoservicios Tuxtla Gutierrez,,,,,EDP_NIELSEN,AUTOSERVICIOS TUXTLA GUTIERREZ,AUTOSERVICIO,TUXTLA GUTIERREZ,CONFIRMED,MODERNO,UTT,,,MODERNO,TUXTLA GUTIERREZ
20268775,Autoservicios Veracruz,,,,,EDP_NIELSEN,AUTOSERVICIOS VERACRUZ,AUTOSERVICIO,VERACRUZ,CONFIRMED,MODERNO,UTT,,,MODERNO,VERACRUZ
20268799,Autoservicios Villahermosa,,,,,EDP_NIELSEN,AUTOSERVICIOS VILLAHERMOSA,AUTOSERVICIO,VILLAHERMOSA,CONFIRMED,MODERNO,UTT,,,MODERNO,VILLAHERMOSA
20237848,C. Moderno Area 1_MT,,,,,WATER_RETAIL,C. MODERNO AREA 1_MT,MODERNO_TOTAL,AREA_1,CONFIRMED,MODERNO,UTT,,,MODERNO,AREA_1
20237888,C. Moderno Area 2_MT,,,,,WATER_RETAIL,C. MODERNO AREA 2_MT,MODERNO_TOTAL,AREA_2,CONFIRMED,MODERNO,UTT,,,MODERNO,AREA_2
20237868,C. Moderno Area 3_MT,,,,,WATER_RETAIL,C. MODERNO AREA 3_MT,MODERNO_TOTAL,AREA_3,CONFIRMED,MODERNO,UTT,,,MODERNO,AREA_3
20237858,C. Moderno Area 4_MT,,,,,WATER_RETAIL,C. MODERNO AREA 4_MT,MODERNO_TOTAL,AREA_4,CONFIRMED,MODERNO,UTT,,,MODERNO,AREA_4
20237898,C. Moderno Area 5_MT,,,,,WATER_RETAIL,C. MODERNO AREA 5_MT,MODERNO_TOTAL,AREA_5,CONFIRMED,MODERNO,UTT,,,MODERNO,AREA_5
20237878,C. Moderno Area 6_MT,,,,,WATER_RETAIL,C. MODERNO AREA 6_MT,MODERNO_TOTAL,AREA_6,CONFIRMED,MODERNO,UTT,,,MODERNO,AREA_6
20237847,C. Moderno T. Mexico_MT,,,,,WATER_RETAIL,C. MODERNO T. MEXICO_MT,MODERNO_TOTAL,T MEXICO,CONFIRMED,MODERNO,UTT,,,MODERNO,T MEXICO
20237869,C. Proximidad Area 3_MT,,,,,WATER_RETAIL,C. PROXIMIDAD AREA 3_MT,PROXIMIDAD,AREA_3,CONFIRMED,,,,,,AREA_3
20237902,C. Proximidad Area 5_MT,,,,,WATER_RETAIL,C. PROXIMIDAD AREA 5_MT,PROXIMIDAD,AREA_5,CONFIRMED,,,,,,AREA_5
20237908,C. Proximidad Total Mexico_MT,,,,,WATER_RETAIL,C. PROXIMIDAD TOTAL MEXICO_MT,PROXIMIDAD,TOTAL_MEXICO,CONFIRMED,,,,,,TOTAL_MEXICO
20266776,Canal Moderno Area 1,,,,,EDP_NIELSEN,CANAL MODERNO AREA 1,MODERNO_TOTAL,AREA_1,CONFIRMED,MODERNO,UTT,,,MODERNO,AREA_1
20266772,Canal Moderno Area 2,,,,,EDP_NIELSEN,CANAL MODERNO AREA 2,MODERNO_TOTAL,AREA_2,CONFIRMED,MODERNO,UTT,,,MODERNO,AREA_2
20266775,Canal Moderno Area 2.1 Continental,,,,,EDP_NIELSEN,CANAL MODERNO AREA 2.1 CONTINENTAL,MODERNO_TOTAL,AREA_2,CONFIRMED,MODERNO,UTT,,,MODERNO,AREA_2
20266780,Canal Moderno Area 2.2 Golfo,,,,,EDP_NIELSEN,CANAL MODERNO AREA 2.2 GOLFO,MODERNO_TOTAL,AREA_2,CONFIRMED,MODERNO,UTT,,,MODERNO,AREA_2
20266770,Canal Moderno Area 3,,,,,EDP_NIELSEN,CANAL MODERNO AREA 3,MODERNO_TOTAL,AREA_3,CONFIRMED,MODERNO,UTT,,,MODERNO,AREA_3
20266779,Canal Moderno Area 4,,,,,EDP_NIELSEN,CANAL MODERNO AREA 4,MODERNO_TOTAL,AREA_4,CONFIRMED,MODERNO,UTT,,,MODERNO,AREA_4
20266774,Canal Moderno Area 5,,,,,EDP_NIELSEN,CANAL MODERNO AREA 5,MODERNO_TOTAL,AREA_5,CONFIRMED,MODERNO,UTT,,,MODERNO,AREA_5
20266773,Canal Moderno Area 6,,,,,EDP_NIELSEN,CANAL MODERNO AREA 6,MODERNO_TOTAL,AREA_6,CONFIRMED,MODERNO,UTT,,,MODERNO,AREA_6
20266778,Canal Moderno Area 6.1 Peninsula,,,,,EDP_NIELSEN,CANAL MODERNO AREA 6.1 PENINSULA,MODERNO_TOTAL,AREA_6,CONFIRMED,MODERNO,UTT,,,MODERNO,AREA_6
20266777,Canal Moderno Area 6.2 Sur,,,,,EDP_NIELSEN,CANAL MODERNO AREA 6.2 SUR,MODERNO_TOTAL,AREA_6,CONFIRMED,MODERNO,UTT,,,MODERNO,AREA_6
20266681,Canal Moderno Guadalajara,,,,,EDP_NIELSEN,CANAL MODERNO GUADALAJARA,MODERNO_TOTAL,GUADALAJARA,CONFIRMED,MODERNO,UTT,,,MODERNO,GUADALAJARA
20266655,Canal Moderno Monterrey,,,,,EDP_NIELSEN,CANAL MODERNO MONTERREY,MODERNO_TOTAL,MONTERREY,CONFIRMED,MODERNO,UTT,,,MODERNO,MONTERREY
20266771,Canal Moderno Total Mexico,,,,,EDP_NIELSEN,CANAL MODERNO TOTAL MEXICO,MODERNO_TOTAL,TOTAL_MEXICO,CONFIRMED,MODERNO,UTT,,,MODERNO,TOTAL_MEXICO
20264562,Canal Tradicional _Area 1,,,,,EDP_NIELSEN,CANAL TRADICIONAL _AREA 1,TRADICIONAL,AREA_1,CONFIRMED,TRADICIONAL,DTT,,,TRADICIONAL,AREA_1
20264566,Canal Tradicional _Area 2,,,,,EDP_NIELSEN,CANAL TRADICIONAL _AREA 2,TRADICIONAL,AREA_2,CONFIRMED,TRADICIONAL,DTT,,,TRADICIONAL,AREA_2
20264599,Canal Tradicional _Area 2.1 Continental,,,,,EDP_NIELSEN,CANAL TRADICIONAL _AREA 2.1 CONTINENTAL,TRADICIONAL,AREA_2,CONFIRMED,TRADICIONAL,DTT,,,TRADICIONAL,AREA_2
20264595,Canal Tradicional _Area 2.2 Golfo,,,,,EDP_NIELSEN,CANAL TRADICIONAL _AREA 2.2 GOLFO,TRADICIONAL,AREA_2,CONFIRMED,TRADICIONAL,DTT,,,TRADICIONAL,AREA_2
20264551,Canal Tradicional _Area 3,,,,,EDP_NIELSEN,CANAL TRADICIONAL _AREA 3,TRADICIONAL,AREA_3,CONFIRMED,TRADICIONAL,DTT,,,TRADICIONAL,AREA_3
20264574,Canal Tradicional _Area 4,,,,,EDP_NIELSEN,CANAL TRADICIONAL _AREA 4,TRADICIONAL,AREA_4,CONFIRMED,TRADICIONAL,DTT,,,TRADICIONAL,AREA_4
20264579,Canal Tradicional _Area 5,,,,,EDP_NIELSEN,CANAL TRADICIONAL _AREA 5,TRADICIONAL,AREA_5,CONFIRMED,TRADICIONAL,DTT,,,TRADICIONAL,AREA_5
20264556,Canal Tradicional _Area 6,,,,,EDP_NIELSEN,CANAL TRADICIONAL _AREA 6,TRADICIONAL,AREA_6,CONFIRMED,TRADICIONAL,DTT,,,TRADICIONAL,AREA_6
20264546,Canal Tradicional _Area 6.1 Peninsula,,,,,EDP_NIELSEN,CANAL TRADICIONAL _AREA 6.1 PENINSULA,TRADICIONAL,AREA_6,CONFIRMED,TRADICIONAL,DTT,,,TRADICIONAL,AREA_6
20264543,Canal Tradicional _Area 6.2 Sur,,,,,EDP_NIELSEN,CANAL TRADICIONAL _AREA 6.2 SUR,TRADICIONAL,AREA_6,CONFIRMED,TRADICIONAL,DTT,,,TRADICIONAL,AREA_6
20264552,Canal Tradicional _Guadalajara,,,,,EDP_NIELSEN,CANAL TRADICIONAL _GUADALAJARA,TRADICIONAL,GUADALAJARA,CONFIRMED,TRADICIONAL,DTT,,,TRADICIONAL,GUADALAJARA
20264589,Canal Tradicional _Guadalajara Zona 1,,,,,EDP_NIELSEN,CANAL TRADICIONAL _GUADALAJARA ZONA 1,TRADICIONAL,GUADALAJARA ZONA 1,CONFIRMED,TRADICIONAL,DTT,,,TRADICIONAL,GUADALAJARA ZONA 1
20264591,Canal Tradicional _Guadalajara Zona 2,,,,,EDP_NIELSEN,CANAL TRADICIONAL _GUADALAJARA ZONA 2,TRADICIONAL,GUADALAJARA ZONA 2,CONFIRMED,TRADICIONAL,DTT,,,TRADICIONAL,GUADALAJARA ZONA 2
20264590,Canal Tradicional _Guadalajara Zona 3,,,,,EDP_NIELSEN,CANAL TRADICIONAL _GUADALAJARA ZONA 3,TRADICIONAL,GUADALAJARA ZONA 3,CONFIRMED,TRADICIONAL,DTT,,,TRADICIONAL,GUADALAJARA ZONA 3
20264568,Canal Tradicional _Juarez,,,,,EDP_NIELSEN,CANAL TRADICIONAL _JUAREZ,TRADICIONAL,JUAREZ,CONFIRMED,TRADICIONAL,DTT,,,TRADICIONAL,JUAREZ
20264554,Canal Tradicional _Leon,,,,,EDP_NIELSEN,CANAL TRADICIONAL _LEON,TRADICIONAL,LEON,CONFIRMED,TRADICIONAL,DTT,,,TRADICIONAL,LEON
20264559,Canal Tradicional _Merida,,,,,EDP_NIELSEN,CANAL TRADICIONAL _MERIDA,TRADICIONAL,MERIDA,CONFIRMED,TRADICIONAL,DTT,,,TRADICIONAL,MERIDA
20264563,Canal Tradicional _Mexicali,,,,,EDP_NIELSEN,CANAL TRADICIONAL _MEXICALI,TRADICIONAL,MEXICALI,CONFIRMED,TRADICIONAL,DTT,,,TRADICIONAL,MEXICALI
20264571,Canal Tradicional _Monterrey,,,,,EDP_NIELSEN,CANAL TRADICIONAL _MONTERREY,TRADICIONAL,MONTERREY,CONFIRMED,TRADICIONAL,DTT,,,TRADICIONAL,MONTERREY
20264537,Canal Tradicional _Monterrey Zona 1,,,,,EDP_NIELSEN,CANAL TRADICIONAL _MONTERREY ZONA 1,TRADICIONAL,MONTERREY ZONA 1,CONFIRMED,TRADICIONAL,DTT,,,TRADICIONAL,MONTERREY ZONA 1
20264538,Canal Tradicional _Monterrey Zona 2,,,,,EDP_NIELSEN,CANAL TRADICIONAL _MONTERREY ZONA 2,TRADICIONAL,MONTERREY ZONA 2,CONFIRMED,TRADICIONAL,DTT,,,TRADICIONAL,MONTERREY ZONA 2
20264536,Canal Tradicional _Monterrey Zona 3,,,,,EDP_NIELSEN,CANAL TRADICIONAL _MONTERREY ZONA 3,TRADICIONAL,MONTERREY ZONA 3,CONFIRMED,TRADICIONAL,DTT,,,TRADICIONAL,MONTERREY ZONA 3
20264553,Canal Tradicional _Morelia,,,,,EDP_NIELSEN,CANAL TRADICIONAL _MORELIA,TRADICIONAL,MORELIA,CONFIRMED,TRADICIONAL,DTT,,,TRADICIONAL,MORELIA
20264576,Canal Tradicional _Puebla,,,,,EDP_NIELSEN,CANAL TRADICIONAL _PUEBLA,TRADICIONAL,PUEBLA,CONFIRMED,TRADICIONAL,DTT,,,TRADICIONAL,PUEBLA
20264577,Canal Tradicional _Queretaro,,,,,EDP_NIELSEN,CANAL TRADICIONAL _QUERETARO,TRADICIONAL,QUERETARO,CONFIRMED,TRADICIONAL,DTT,,,TRADICIONAL,QUERETARO
20264570,Canal Tradicional _San Luis Potosi,,,,,EDP_NIELSEN,CANAL TRADICIONAL _SAN LUIS POTOSI,TRADICIONAL,SAN LUIS POTOSI,CONFIRMED,TRADICIONAL,DTT,,,TRADICIONAL,SAN LUIS POTOSI
20264564,Canal Tradicional _Tijuana,,,,,EDP_NIELSEN,CANAL TRADICIONAL _TIJUANA,TRADICIONAL,TIJUANA,CONFIRMED,TRADICIONAL,DTT,,,TRADICIONAL,TIJUANA
20264575,Canal Tradicional _Toluca,,,,,EDP_NIELSEN,CANAL TRADICIONAL _TOLUCA,TRADICIONAL,TOLUCA,CONFIRMED,TRADICIONAL,DTT,,,TRADICIONAL,TOLUCA
20264569,Canal Tradicional _Torreon,,,,,EDP_NIELSEN,CANAL TRADICIONAL _TORREON,TRADICIONAL,TORREON,CONFIRMED,TRADICIONAL,DTT,,,TRADICIONAL,TORREON
20264550,Canal Tradicional _Total Mexico,,,,,EDP_NIELSEN,CANAL TRADICIONAL _TOTAL MEXICO,TRADICIONAL,TOTAL_MEXICO,CONFIRMED,TRADICIONAL,DTT,,,TRADICIONAL,TOTAL_MEXICO
20264587,Canal Tradicional _Vdm Zona 1,,,,,EDP_NIELSEN,CANAL TRADICIONAL _VDM ZONA 1,TRADICIONAL,VDM,CONFIRMED,TRADICIONAL,DTT,,,TRADICIONAL,VDM
20264585,Canal Tradicional _Vdm Zona 2,,,,,EDP_NIELSEN,CANAL TRADICIONAL _VDM ZONA 2,TRADICIONAL,VDM,CONFIRMED,TRADICIONAL,DTT,,,TRADICIONAL,VDM
20264584,Canal Tradicional _Vdm Zona 3,,,,,EDP_NIELSEN,CANAL TRADICIONAL _VDM ZONA 3,TRADICIONAL,VDM,CONFIRMED,TRADICIONAL,DTT,,,TRADICIONAL,VDM
20264586,Canal Tradicional _Vdm Zona 4,,,,,EDP_NIELSEN,CANAL TRADICIONAL _VDM ZONA 4,TRADICIONAL,VDM,CONFIRMED,TRADICIONAL,DTT,,,TRADICIONAL,VDM
20264560,Canal Tradicional _Veracruz,,,,,EDP_NIELSEN,CANAL TRADICIONAL _VERACRUZ,TRADICIONAL,VERACRUZ,CONFIRMED,TRADICIONAL,DTT,,,TRADICIONAL,VERACRUZ
20264558,Canal Tradicional _Villahermosa,,,,,EDP_NIELSEN,CANAL TRADICIONAL _VILLAHERMOSA,TRADICIONAL,VILLAHERMOSA,CONFIRMED,TRADICIONAL,DTT,,,TRADICIONAL,VILLAHERMOSA
20237875,Grandes Cadenas De Autoservicio Area 3_MT,,,,,WATER_RETAIL,GRANDES CADENAS DE AUTOSERVICIO AREA 3_MT,GRANDES_CADENAS_AUTOSERVICIO,AREA_3,CONFIRMED,,,,,,AREA_3
20237899,Grandes Cadenas De Autoservicio Area 5_MT,,,,,WATER_RETAIL,GRANDES CADENAS DE AUTOSERVICIO AREA 5_MT,GRANDES_CADENAS_AUTOSERVICIO,AREA_5,CONFIRMED,,,,,,AREA_5
20249288,Grandes Cadenas De Autoservicio Guadalajara_MT,,,,,WATER_RETAIL,GRANDES CADENAS DE AUTOSERVICIO GUADALAJARA_MT,GRANDES_CADENAS_AUTOSERVICIO,GUADALAJARA,CONFIRMED,,,,,,GUADALAJARA
20249297,Grandes Cadenas De Autoservicio Monterrey_MT,,,,,WATER_RETAIL,GRANDES CADENAS DE AUTOSERVICIO MONTERREY_MT,GRANDES_CADENAS_AUTOSERVICIO,MONTERREY,CONFIRMED,,,,,,MONTERREY
20237915,Grandes Cadenas De Autoservicio_MT,,,,,WATER_RETAIL,GRANDES CADENAS DE AUTOSERVICIO_MT,GRANDES_CADENAS_AUTOSERVICIO,GRANDES CADENAS DE AUTOSERVICIO,CONFIRMED,,,,,,GRANDES CADENAS DE AUTOSERVICIO
20112802,MX TOTAL TRADICIONAL,,,,,WATER_RETAIL,MX TOTAL TRADICIONAL,TRADICIONAL,TOTAL_MEXICO,CONFIRMED,TRADICIONAL,DTT,,,TRADICIONAL,TOTAL_MEXICO
20249336,Moderno Guadalajara_MT,,,,,WATER_RETAIL,MODERNO GUADALAJARA_MT,MODERNO_TOTAL,GUADALAJARA,CONFIRMED,MODERNO,UTT,,,MODERNO,GUADALAJARA
20249324,Moderno Monterrey_MT,,,,,WATER_RETAIL,MODERNO MONTERREY_MT,MODERNO_TOTAL,MONTERREY,CONFIRMED,MODERNO,UTT,,,MODERNO,MONTERREY
20249276,Proximidad Guadalajara_MT,,,,,WATER_RETAIL,PROXIMIDAD GUADALAJARA_MT,PROXIMIDAD,GUADALAJARA,CONFIRMED,,,,,,GUADALAJARA
20249271,Proximidad Monterrey_MT,,,,,WATER_RETAIL,PROXIMIDAD MONTERREY_MT,PROXIMIDAD,MONTERREY,CONFIRMED,,,,,,MONTERREY
20241723,T. Pais Mexico_MT,,,,,WATER_RETAIL,T. PAIS MEXICO_MT,TOTAL_MERCADO,TOTAL_MEXICO,CONFIRMED,,,,,,TOTAL_MEXICO
20266787,TDC + Farmacias Cad + Hard Discounters Area 2,,,,,EDP_NIELSEN,TDC + FARMACIAS CAD + HARD DISCOUNTERS AREA 2,TDC_FARMACIAS_HARD_DISCOUNTERS,AREA_2,CONFIRMED,,,,,,AREA_2
20266782,TDC + Farmacias Cad + Hard Discounters Area 3,,,,,EDP_NIELSEN,TDC + FARMACIAS CAD + HARD DISCOUNTERS AREA 3,TDC_FARMACIAS_HARD_DISCOUNTERS,AREA_3,CONFIRMED,,,,,,AREA_3
20266789,TDC + Farmacias Cad + Hard Discounters Area 4,,,,,EDP_NIELSEN,TDC + FARMACIAS CAD + HARD DISCOUNTERS AREA 4,TDC_FARMACIAS_HARD_DISCOUNTERS,AREA_4,CONFIRMED,,,,,,AREA_4
20266788,TDC + Farmacias Cad + Hard Discounters Area 6,,,,,EDP_NIELSEN,TDC + FARMACIAS CAD + HARD DISCOUNTERS AREA 6,TDC_FARMACIAS_HARD_DISCOUNTERS,AREA_6,CONFIRMED,,,,,,AREA_6
20266670,TDC + Farmacias Cad + Hard Discounters Guadalajara,,,,,EDP_NIELSEN,TDC + FARMACIAS CAD + HARD DISCOUNTERS GUADALAJARA,TDC_FARMACIAS_HARD_DISCOUNTERS,GUADALAJARA,CONFIRMED,,,,,,GUADALAJARA
20266680,TDC + Farmacias Cad + Hard Discounters Monterrey,,,,,EDP_NIELSEN,TDC + FARMACIAS CAD + HARD DISCOUNTERS MONTERREY,TDC_FARMACIAS_HARD_DISCOUNTERS,MONTERREY,CONFIRMED,,,,,,MONTERREY
20266781,TDC + Farmacias Cad + Hard Discounters Total Mexico,,,,,EDP_NIELSEN,TDC + FARMACIAS CAD + HARD DISCOUNTERS TOTAL MEXICO,TDC_FARMACIAS_HARD_DISCOUNTERS,TOTAL_MEXICO,CONFIRMED,,,,,,TOTAL_MEXICO
1163742,TOTAL AUTOS AREA 1 + AREA 2,,,,,PB_NIELSEN,TOTAL AUTOS AREA 1 + AREA 2,AUTOSERVICIO,AREA_1_2,CONFIRMED,MODERNO,UTT,,,MODERNO,AREA_1_2
1163706,TOTAL AUTOS AREA 3 - AREA 6,,,,,PB_NIELSEN,TOTAL AUTOS AREA 3 - AREA 6,AUTOSERVICIO,AREA_3_6,CONFIRMED,MODERNO,UTT,,,MODERNO,AREA_3_6
