INT_ID,IMPORT_ID,SO_NAME,SO_BRAND,CBU_ID,match_priority,match_method,match_confidence,review_status
61521,61521,BASURA SAMS 12/1.5LT AGUA,EVIAN,2,3,UNMATCHED,0.0,NEEDS_REVIEW
1563818869,1563818869,2 x levite agua infusionada sabor a pepino limon,LEVITE,2,3,UNMATCHED,0.0,NEEDS_REVIEW
75810400776,75810400776,NATURAL / BONAFONT / NATURAL / 0.500 L / 18 PZ / 9 L,BONAFONT,3,3,UNMATCHED,0.0,NEEDS_REVIEW
705682,705682,agua bonafont 6 l x 2,BONAFONT,2,3,UNMATCHED,0.0,NEEDS_REVIEW
79298400465,79298400465,EVIAN AGUA DE MANANTIAL NATURAL EN BOTELLA DE VIDRIO AGUA CON BALANCE UNICO DE MINERALES ,EVIAN,3,3,UNMATCHED,0.0,NEEDS_REVIEW
758104003624,75810400362,AGUA SABOR / LEVITE / BI PACK / 2PZ / 1.5LT / 3 LT,LEVITE,3,3,UNMATCHED,0.0,NEEDS_REVIEW
1563885841,1563885841,2 X BONAFONT JUIZZY PINA,JUIZZY,2,3,UNMATCHED,0.0,NEEDS_REVIEW
10000075061675,1000007506167,AGUA SABOR / BONAFONT KIDS / MANZANA / 24PZ / 7.2LT,BONAFONT KIDS,2,3,UNMATCHED,0.0,NEEDS_REVIEW
758104003624,75810400362,AGUA SABOR / LEVITE / BI PACK / 2PZ / 1.5LT / 3 LT,LEVITE,2,3,UNMATCHED,0.0,NEEDS_REVIEW
1563222003,1563222003,bonafont juizzy bonafont bebida x2,JUIZZY,2,3,UNMATCHED,0.0,NEEDS_REVIEW
75810400587,75810400587,AGUA SABOR / LEVITE CLASICA / SURTIDO / 6PZ / 0.6LT / 3.6LT,LEVITE,3,3,UNMATCHED,0.0,NEEDS_REVIEW
7503003535614,750300353561,SET REFRACTARIOS BONAFONT VERDE/NARANJA,BEC,3,3,UNMATCHED,0.0,NEEDS_REVIEW
79298400441,79298400441,EVIAN EVIAN AGUA NATURAL 750 MILILITROS 12 PACK,EVIAN,3,3,UNMATCHED,0.0,NEEDS_REVIEW
75810400357,75810400357,AGUA NATURAL / BONAFONT / NATURA / 1PZ / 0.5LT / 0.5LT,BONAFONT,2,3,UNMATCHED,0.0,NEEDS_REVIEW
1563885905,1563885905,2 X BONAFONT AGUA P PET,BONAFONT,3,3,UNMATCHED,0.0,NEEDS_REVIEW
20758104005721,20758104005721,AGUA NATURAL CON SABOR PINA COCO 600MLX12PK 144,LEVITE,2,3,UNMATCHED,0.0,NEEDS_REVIEW
36632010155,3663201015,107220 DANIMALS ALGODON AZUCR 4X4OZ 453G 119183,DANONINO,1,3,UNMATCHED,0.0,NEEDS_REVIEW
17581040015693,17581040015693,AGUA NATURAL / BONAFONT / NATURAL / 6PZ / 1.5LT / 9 LT,BONAFONT,2,3,UNMATCHED,0.0,NEEDS_REVIEW
758104003617,75810400361,AGUA SABOR / LEVITE / SURTIDO / 6PZ / multi1.5LT / 9LT,LEVITE,2,3,UNMATCHED,0.0,NEEDS_REVIEW
750644310891,750644310891,OIKOS COCO ORIGINAL 670G,OIKOS,1,3,UNMATCHED,0.0,NEEDS_REVIEW
25293600898,2529360089,SILK SOYA ORGANICA SIN ENDULZ 946ML 128244,SILK,1,3,UNMATCHED,0.0,NEEDS_REVIEW
75810400357,75810400357,AGUA NATURAL / BONAFONT / NATURA / 1PZ / 0.5LT / 0.5LT,BONAFONT,3,3,UNMATCHED,0.0,NEEDS_REVIEW
40009575690,40009575690,BONAFONT ENV AGUA ENVASES BONAFONT ENVASE 20LT 40009575690,BEC,2,3,UNMATCHED,0.0,NEEDS_REVIEW
758104002962,75810400296,AGUA SABOR / BONAFONT C/JUGO / JAMAICA / 6PZ / 0.5LT / 3L,JUIZZY,3,3,UNMATCHED,0.0,NEEDS_REVIEW
2114975647,2114975647,3 X OIKOS YOGHURT GRIEGO NATURAL,OIKOS,1,3,UNMATCHED,0.0,NEEDS_REVIEW
758104000562,75810400056,AGUA DE SABOR NARANJA DURAZNO 330 ML MAGIC,BONAFONT,3,3,UNMATCHED,0.0,NEEDS_REVIEW
61525,61525,BASURA SAMS 12PZ/1.5LTS AGUA,BONAFONT,2,3,UNMATCHED,0.0,NEEDS_REVIEW
1563818890,1563818890,2 X BONAFONT AGUAS FRESCAS DE UVA 1L,BONAFONT,3,3,UNMATCHED,0.0,NEEDS_REVIEW
2000030715781,200003071578,NATURAL / BONAFONT / NATURAL / 20 L / 1 PZ / 20 L,BEC,2,3,UNMATCHED,0.0,NEEDS_REVIEW
758104003730,75810400373,AGUA SABOR / BONAFONT C/JUGO / SURTIDO / 8PZ / 0.3LT / 2.4LT,BONAFONT KIDS,3,3,UNMATCHED,0.0,NEEDS_REVIEW
2115036734,2115036734,2 X BONAFONT AGUA NATURAL 2 L,BONAFONT,3,3,UNMATCHED,0.0,NEEDS_REVIEW
758104007332,75810400733,AGUA SABOR / LEVITE / LIMON CHIA / 0.400 L / 1 PZ / 0.4 L,LEVITE,2,3,UNMATCHED,0.0,NEEDS_REVIEW
758104003686,75810400368,AGUA SABOR / JUIZZY / SURTIDO / 1.5 L / 1 PAL / 1080 L,JUIZZY,3,3,UNMATCHED,0.0,NEEDS_REVIEW
758104003990,75810400399,AGUA SABOR / LEVITE / SURTIDO / 0.500 L / 1 PAL / 576 L,LEVITE,2,3,UNMATCHED,0.0,NEEDS_REVIEW
1563818890,1563818890,2 X BONAFONT AGUAS FRESCAS DE UVA 1L,BONAFONT,2,3,UNMATCHED,0.0,NEEDS_REVIEW
1563818822,1563818822,2 x bonafont aguas frescas piña 1l,BONAFONT,2,3,UNMATCHED,0.0,NEEDS_REVIEW
758104001644,75810400164,AGUA SABOR / LEVITE CLASICA / JAMAICA / 6PZ / 0.5LT / 3LT,LEVITE,3,3,UNMATCHED,0.0,NEEDS_REVIEW
732976284473,732976284473,EVIAN AGUA NATURAL 1 LITRO 12 PACK,EVIAN,2,3,UNMATCHED,0.0,NEEDS_REVIEW
750644310709,75064431070,SILK ALM CAL S/AZUCAR 5676ML(6X946ML) JR,SILK,1,3,UNMATCHED,0.0,NEEDS_REVIEW
40009575763,40009575763,BONAFONT ENV AGUA ENVASES BONAFONT ENVASE 20LT 40009575763,BEC,2,3,UNMATCHED,0.0,NEEDS_REVIEW
75810400685,75810400685,NATURAL / BONAFONT / NATURAL / 0.950 L / 1 PZ / 0.95 L,BONAFONT,3,3,UNMATCHED,0.0,NEEDS_REVIEW
7503003535492,750300353549,BONAFONT TERMO VARIEDAD DISENOS 1LT,BEC,3,3,UNMATCHED,0.0,NEEDS_REVIEW
40009509075,4000950907,AGA PUREZA BIDONES 40009509075,PUREZA AGA,3,3,UNMATCHED,0.0,NEEDS_REVIEW
1750810400356,175081040035,LEVITE COCO PINA 12/1.5 LT LEVITE,LEVITE,2,3,UNMATCHED,0.0,NEEDS_REVIEW
750644310818,75064431081,HERSHEYS CHOCOLATE 4800ML (24X200ML),HERSHEYS,1,3,UNMATCHED,0.0,NEEDS_REVIEW
2114918592,2114918592,6 X BONAFONT AGUA NATURAL,BONAFONT,3,3,UNMATCHED,0.0,NEEDS_REVIEW
75810400659,75810400659,AGUA SABOR / JUIZZY / SURTIDO / 0.300 L / 24 PZ / 7.2 L,JUIZZY,3,3,UNMATCHED,0.0,NEEDS_REVIEW
750114340001,750114340001,AGUA BIDONES AGA LIQUIDO 20L,BEC,2,3,UNMATCHED,0.0,NEEDS_REVIEW
40009575718,40009575718,BONAFONT ENV AGUA ENVASES BONAFONT ENVASE 20LT 40009575718,BEC,3,3,UNMATCHED,0.0,NEEDS_REVIEW
40009545678,4000954567,ENVASE BONAFONT 11 L 40009545678,BEC,3,3,UNMATCHED,0.0,NEEDS_REVIEW
75810400548,75810400548,AGUA SABOR / BONAFONT C/JUGO / SURTIDO / 8PZ / 1LT / 8LT,JUIZZY,3,3,UNMATCHED,0.0,NEEDS_REVIEW
41271025644,4127102564,DELIGHT BOTELLA VAINILLA FRAN 946ML (1067G) 12CT,DELIGHT,1,3,UNMATCHED,0.0,NEEDS_REVIEW
758104000838,75810400083,BEBIDA BRISA JAMAICA 750 ML BONAFONT LEVITE,LEVITE,2,3,UNMATCHED,0.0,NEEDS_REVIEW
75810400530,75810400530,AGUA NATURAL / PUREZA AGA / NATURAL / 6PZ / 1LT / 6LT Multi,PUREZA AGA,3,3,UNMATCHED,0.0,NEEDS_REVIEW
7501032399146 ,750103239914,DANONINO MFL 420G (10X42G) WALMART,DANONINO,1,3,UNMATCHED,0.0,NEEDS_REVIEW
31200016454,3120001645,OCEAN SPRAY ARANDANO 1LT PINK,OCEAN SPRAY,1,3,UNMATCHED,0.0,NEEDS_REVIEW
75810400725,75810400725,AGUA SABOR / BONAFONT KIDS / SURTIDO / 0.300 L Kids / 24 PZ / 7.2 L,BONAFONT KIDS,3,3,UNMATCHED,0.0,NEEDS_REVIEW
758104001804,75810400180,AGUA NATURAL 500 ml 6-PACK-IMPRESO,BONAFONT,2,3,UNMATCHED,0.0,NEEDS_REVIEW
17563,17563,Bonafont 11lts envase,BEC,2,3,UNMATCHED,0.0,NEEDS_REVIEW
6131456,6131456,AGUA NATURAL MINERAL 330 ML,EVIAN,2,3,UNMATCHED,0.0,NEEDS_REVIEW
2115036728,2115036728,2 X BONAFONT AGUAS FRESCAS GUAYABA,BONAFONT,2,3,UNMATCHED,0.0,NEEDS_REVIEW
36632038036,3663203803,95592 LT N FIT FRSMOR GRIE 85OZ 16X150G 119155,VITALINEA,1,3,UNMATCHED,0.0,NEEDS_REVIEW
1563221997,1563221997,levite bonafont juizzy agua piña x2,JUIZZY,3,3,UNMATCHED,0.0,NEEDS_REVIEW
61526,61526,BASURA SAMS 24PZ/500ML AGUA,EVIAN,2,3,UNMATCHED,0.0,NEEDS_REVIEW
7874208461,7874208461,AGUA NATURAL / MEMBERS MARK / 18PZ / 1LT / 18LT,OTROS,2,3,UNMATCHED,0.0,NEEDS_REVIEW
758104004560,75810400456,BOTELLIN CILINDRO BONAFONT 1 LT PZA,BONAFONT,3,3,UNMATCHED,0.0,NEEDS_REVIEW
41271025910,41271025910,DELIGHT HAZEL 312ML,DELIGHT,1,3,UNMATCHED,0.0,NEEDS_REVIEW
758104000845,75810400084,BEBIDA TORONJA MAUI 750 ML BONAFONT LEVITE,LEVITE,2,3,UNMATCHED,0.0,NEEDS_REVIEW
31200023087,31200023087,OCEAN SPRAY BEBIDA ARANDANO LIGHT,OCEAN SPRAY,1,3,UNMATCHED,0.0,NEEDS_REVIEW
40640341897,40640341897,24/500ML AGUA,BONAFONT,3,3,UNMATCHED,0.0,NEEDS_REVIEW
758104003228,75810400322,AGUA SABOR / BONAFONT C/JUGO / NARANJA / 1PZ / 0.3LT / 0.3LT / FILM105,BONAFONT KIDS,2,3,UNMATCHED,0.0,NEEDS_REVIEW
40009530578,4000953057,BONAFONT ENVASE 20L 40009530578,BEC,3,3,UNMATCHED,0.0,NEEDS_REVIEW
758104002900,75810400290,AGUA SABOR / BONAFONT C/JUGO / LIMON / 6PZ / 0.500LT/3LTmulti,JUIZZY,3,3,UNMATCHED,0.0,NEEDS_REVIEW
79298300260,7929830026,AGUA NATURAL EVIAN 1.25LT,EVIAN,3,3,UNMATCHED,0.0,NEEDS_REVIEW
40009511725,4000951172,AGUA ENVASES BONAFONT 40009511725,BEC,2,3,UNMATCHED,0.0,NEEDS_REVIEW
