column_name,row_count,value
CUS_2ND_IND_COD,20050.000000000000000000,MXBNFSC2O
CUS_2ND_IND_COD,17792.000000000000000000,MXBNFSC4Q
CUS_2ND_IND_COD,16722.000000000000000000,MXBNFSC6J
CUS_2ND_IND_COD,14693.000000000000000000,MXBNFSC4K
CUS_2ND_IND_COD,12748.000000000000000000,MXBNFSC4O
CUS_2ND_IND_COD,10645.000000000000000000,MXBNFSC1N
CUS_2ND_IND_COD,10013.000000000000000000,MXBNFSC4P
CUS_2ND_IND_COD,9422.000000000000000000,MXBNFSC4R
CUS_2ND_IND_COD,9125.000000000000000000,MXBNFSC6D
CUS_2ND_IND_DSC,2644898.000000000000000000,#
CUS_2ND_IND_DSC,2087042.000000000000000000,
CUS_2ND_IND_DSC,1052076.000000000000000000,Misc. y abarrotes
CUS_2ND_IND_DSC,273611.000000000000000000,REG NORTE
CUS_2ND_IND_DSC,253367.000000000000000000,REG CENTRO
CUS_2ND_IND_DSC,234372.000000000000000000,REG VDM
CUS_2ND_IND_DSC,201388.000000000000000000,REG SUR
CUS_2ND_IND_DSC,47422.000000000000000000,Minisuper trad.
CUS_2ND_IND_DSC,35069.000000000000000000,Cremerías
CUS_2ND_IND_DSC,29229.000000000000000000,ASOCIVE/METRO
CUS_2ND_IND_DSC,28148.000000000000000000,Puesto
CUS_2ND_IND_DSC,20050.000000000000000000,DEPOSITO
CUS_2ND_IND_DSC,17792.000000000000000000,Recauderías
CUS_2ND_IND_DSC,16722.000000000000000000,Farmacia tradicional
CUS_2ND_IND_DSC,14693.000000000000000000,Cad. de conveniencia
CUS_2ND_IND_DSC,12748.000000000000000000,Papelerías
CUS_2ND_IND_DSC,10645.000000000000000000,OTROS
CUS_2ND_IND_DSC,10013.000000000000000000,Dulcerías
CUS_2ND_IND_DSC,9422.000000000000000000,Carnicerías
CUS_2ND_IND_DSC,9125.000000000000000000,Cad. farm c/super
CUS_3RD_IND_COD,2647599.000000000000000000,#
CUS_3RD_IND_COD,2087042.000000000000000000,
CUS_3RD_IND_COD,1273450.000000000000000000,MXBNFSC6O
CUS_3RD_IND_COD,80588.000000000000000000,MXBNFCTCL
CUS_3RD_IND_COD,70348.000000000000000000,MXBNFCTBI
CUS_3RD_IND_COD,57631.000000000000000000,MXBNFCTBX
CUS_3RD_IND_COD,56505.000000000000000000,MXBNFCTCC
CUS_3RD_IND_COD,51306.000000000000000000,MXBNFCTDJ
CUS_3RD_IND_COD,41388.000000000000000000,MXBNFCTDL
CUS_3RD_IND_COD,40518.000000000000000000,MXBNFCTDT
CUS_3RD_IND_COD,37200.000000000000000000,MXBNFSC6Q
CUS_3RD_IND_COD,36565.000000000000000000,MXBNFCTBO
CUS_3RD_IND_COD,35623.000000000000000000,MXBNFCTCT
CUS_3RD_IND_COD,34640.000000000000000000,MXBNFCTBB
CUS_3RD_IND_COD,33383.000000000000000000,MXBNFCTDI
CUS_3RD_IND_COD,32253.000000000000000000,MXBNFCTCD
CUS_3RD_IND_COD,29938.000000000000000000,MXBNFCTCH
CUS_3RD_IND_COD,28494.000000000000000000,MXBNFSC6R
CUS_3RD_IND_COD,28435.000000000000000000,MXBNFCTBD
CUS_3RD_IND_COD,26029.000000000000000000,MXBNFCTDB
CUS_3RD_IND_DSC,2647599.000000000000000000,#
CUS_3RD_IND_DSC,2087042.000000000000000000,
CUS_3RD_IND_DSC,1273450.000000000000000000,Impulse/Proximity
CUS_3RD_IND_DSC,80588.000000000000000000,CTY ORIENTE
CUS_3RD_IND_DSC,70348.000000000000000000,CTY GUADALAJARA
CUS_3RD_IND_DSC,57631.000000000000000000,CTY MERIDA
CUS_3RD_IND_DSC,56505.000000000000000000,CTY MONTERREY
CUS_3RD_IND_DSC,51306.000000000000000000,CTY TLALPAN
CUS_3RD_IND_DSC,41388.000000000000000000,CTY TOLUCA
CUS_3RD_IND_DSC,40518.000000000000000000,CTY VALLEJO
CUS_3RD_IND_DSC,37200.000000000000000000,On Premise
CUS_3RD_IND_DSC,36565.000000000000000000,CTY LEON
CUS_3RD_IND_DSC,35623.000000000000000000,CTY QUERETARO
CUS_3RD_IND_DSC,34640.000000000000000000,CTY CUERNAVACA
CUS_3RD_IND_DSC,33383.000000000000000000,CTY TIJUANA
CUS_3RD_IND_DSC,32253.000000000000000000,CTY NAUCALPAN
CUS_3RD_IND_DSC,29938.000000000000000000,CTY OAXACA
CUS_3RD_IND_DSC,28494.000000000000000000,Specialized
CUS_3RD_IND_DSC,28435.000000000000000000,CTY CANCUN
CUS_3RD_IND_DSC,26029.000000000000000000,CTY SAN LUIS POTOSI
