column_name,row_count,value
CUS_GRP_COD,80107.000000000000000000,S2
CUS_GRP_COD,67780.000000000000000000,VA
CUS_GRP_COD,46229.000000000000000000,V3
CUS_GRP_COD,46065.000000000000000000,AF
CUS_GRP_COD,21518.000000000000000000,T0
CUS_GRP_COD,19241.000000000000000000,V4
CUS_GRP_COD,14251.000000000000000000,VB
CUS_GRP_COD,13074.000000000000000000,#
CUS_GRP_COD,8019.000000000000000000,A7
CUS_GRP_COD,5241.000000000000000000,G0
CUS_GRP_COD,4555.000000000000000000,PI
CUS_GRP_DSC,2087025.000000000000000000,
CUS_GRP_DSC,1728684.000000000000000000,OTHERS
CUS_GRP_DSC,1578255.000000000000000000,DEFAULT
CUS_GRP_DSC,556368.000000000000000000,Retail Proximity
CUS_GRP_DSC,244114.000000000000000000,Grocery
CUS_GRP_DSC,154496.000000000000000000,BRONCE
CUS_GRP_DSC,145185.000000000000000000,RETAIL
CUS_GRP_DSC,119194.000000000000000000,PLATA
CUS_GRP_DSC,112631.000000000000000000,ORO
CUS_GRP_DSC,80107.000000000000000000,AFH Direct
CUS_GRP_DSC,67780.000000000000000000,SALMON
CUS_GRP_DSC,46229.000000000000000000,AFH IND
CUS_GRP_DSC,46065.000000000000000000,Super -
CUS_GRP_DSC,21518.000000000000000000,Titular
CUS_GRP_DSC,19241.000000000000000000,AFH ORG
CUS_GRP_DSC,14251.000000000000000000,SEGMENTO 1
CUS_GRP_DSC,13092.000000000000000000,#
CUS_GRP_DSC,8019.000000000000000000,Drugstore-Pharmacy
CUS_GRP_DSC,5241.000000000000000000,FAST FOOD
CUS_GRP_DSC,4555.000000000000000000,Convenience
CUS_TYP_DSC,4998082.000000000000000000,
CUS_TYP_DSC,906514.000000000000000000,CASA HABITACION
CUS_TYP_DSC,741390.000000000000000000,CLIENTE CON FRECUENCIA DE SERVICIO
CUS_TYP_DSC,294668.000000000000000000,DETALLE
CUS_TYP_DSC,24963.000000000000000000,PYME / OFICINAS / PLANTAS
CUS_TYP_DSC,22522.000000000000000000,LOCAL COMERCIAL
CUS_TYP_DSC,21382.000000000000000000,CLIENTE FACTURADOR
CUS_TYP_DSC,17767.000000000000000000,DEPARTAMENTO HABITACIONAL
CUS_TYP_DSC,12696.000000000000000000,HORECA
CUS_TYP_DSC,11578.000000000000000000,SERVICIO AL HOGAR
CUS_TYP_DSC,9117.000000000000000000,COMISIONISTA
CUS_TYP_DSC,7689.000000000000000000,TDC NACIONAL
CUS_TYP_DSC,2851.000000000000000000,CLIENTE GENERICO
CUS_TYP_DSC,2656.000000000000000000,PORTERO Y REAL ESTATE
CUS_TYP_DSC,2544.000000000000000000,EMPRESA PRIVADA CENTRAL
CUS_TYP_DSC,1703.000000000000000000,AUTOSERVICIOS
CUS_TYP_DSC,1570.000000000000000000,SALUD Y CUIDADO PERSONAL
CUS_TYP_DSC,1402.000000000000000000,DEPOSITOS
CUS_TYP_DSC,1022.000000000000000000,EDUCACION
CUS_TYP_DSC,589.000000000000000000,TDC REGIONAL
CHN_FMT_DSL_DSC,7051475.000000000000000000,
CHN_FMT_DSL_DSC,18718.000000000000000000,TRADICIONAL
CHN_FMT_DSL_DSC,2656.000000000000000000,BODEGA AURRERA
CHN_FMT_DSL_DSC,1910.000000000000000000,MI BODEGA
CHN_FMT_DSL_DSC,1377.000000000000000000,SUPERCENTER
CHN_FMT_DSL_DSC,1209.000000000000000000,"CASA LEY, S.A DE C.V"
CHN_FMT_DSL_DSC,699.000000000000000000,NUEVA WALMART DE M?XICO
CHN_FMT_DSL_DSC,484.000000000000000000,MERZA TRADICIONAL
CHN_FMT_DSL_DSC,409.000000000000000000,SUPERAMA
CHN_FMT_DSL_DSC,371.000000000000000000,SOCIOS COMERCIALES
CHN_FMT_DSL_DSC,350.000000000000000000,FUTURAMA
CHN_FMT_DSL_DSC,319.000000000000000000,TIENDAS CHEDRAUI
CHN_FMT_DSL_DSC,282.000000000000000000,HIPERMERCADO
CHN_FMT_DSL_DSC,278.000000000000000000,PERECEDEROS
CHN_FMT_DSL_DSC,260.000000000000000000,BODEGA AURRERA EXPRESS
CHN_FMT_DSL_DSC,231.000000000000000000,WALMART CEDIS SECOS
CHN_FMT_DSL_DSC,192.000000000000000000,OXXO CEDIS SECOS
CHN_FMT_DSL_DSC,192.000000000000000000,AKI
CHN_FMT_DSL_DSC,187.000000000000000000,SUPERISSSTE
CHN_FMT_DSL_DSC,173.000000000000000000,MERCADO SORIANA
CUS_CHL_DSC_EXT,4344030.000000000000000000,PROPIA
CUS_CHL_DSC_EXT,2202200.000000000000000000,NA
CUS_CHL_DSC_EXT,214252.000000000000000000,SOCIOS COMERCIALES
CUS_CHL_DSC_EXT,165846.000000000000000000,AFH
CUS_CHL_DSC_EXT,89725.000000000000000000,TDC
CUS_CHL_DSC_EXT,20496.000000000000000000,AUTOSERVICIO
CUS_CHL_DSC_EXT,13356.000000000000000000,NACIONALES
CUS_CHL_DSC_EXT,12761.000000000000000000,GLOBALES
CUS_CHL_DSC_EXT,9961.000000000000000000,CC REGIONALES
CUS_CHL_DSC_EXT,6455.000000000000000000,MAYOREO
CUS_CHL_DSC_EXT,2066.000000000000000000,E-COMMERCE
CUS_CHL_DSC_EXT,1505.000000000000000000,CLUB
CUS_CHL_DSC_EXT,1093.000000000000000000,AUTOSERVICIOS
CUS_CHL_DSC_EXT,647.000000000000000000,TRANSPORTISTA
CUS_CHL_DSC_EXT,503.000000000000000000,INTERCO
CUS_CHL_DSC_EXT,201.000000000000000000,HOGAR
CUS_CHL_DSC_EXT,10.000000000000000000,EXPORT
CUS_CHL_ARE_DSC_EXT,942914.000000000000000000,REGION IV
CUS_CHL_ARE_DSC_EXT,882280.000000000000000000,REGION III
CUS_CHL_ARE_DSC_EXT,806818.000000000000000000,VDM
CUS_CHL_ARE_DSC_EXT,723053.000000000000000000,REGION I-II
CUS_CHL_ARE_DSC_EXT,640714.000000000000000000,REGION V EDP
CUS_CHL_ARE_DSC_EXT,574428.000000000000000000,REGION V BNF
CUS_CHL_ARE_DSC_EXT,541068.000000000000000000,Occidente
CUS_CHL_ARE_DSC_EXT,465744.000000000000000000,REGION VI
CUS_CHL_ARE_DSC_EXT,386958.000000000000000000,Golfo
CUS_CHL_ARE_DSC_EXT,326223.000000000000000000,
CUS_CHL_ARE_DSC_EXT,296347.000000000000000000,Norte
CUS_CHL_ARE_DSC_EXT,120990.000000000000000000,AFH PROPIA
CUS_CHL_ARE_DSC_EXT,115175.000000000000000000,NA
CUS_CHL_ARE_DSC_EXT,89725.000000000000000000,TDC
CUS_CHL_ARE_DSC_EXT,55808.000000000000000000,Distribuidores
CUS_CHL_ARE_DSC_EXT,38549.000000000000000000,AFH SOCIOS COMERCIALES
CUS_CHL_ARE_DSC_EXT,20496.000000000000000000,AUTOSERVICIO
CUS_CHL_ARE_DSC_EXT,13356.000000000000000000,NACIONALES
CUS_CHL_ARE_DSC_EXT,12761.000000000000000000,GLOBALES
CUS_CHL_ARE_DSC_EXT,9961.000000000000000000,CC REGIONALES
CUS_SAL_RGN_DSC_EXT,998409.000000000000000000,REGION IV
CUS_SAL_RGN_DSC_EXT,946575.000000000000000000,REGION III
CUS_SAL_RGN_DSC_EXT,806818.000000000000000000,VDM
CUS_SAL_RGN_DSC_EXT,784074.000000000000000000,REGION I-II
CUS_SAL_RGN_DSC_EXT,654310.000000000000000000,REGION V EDP
CUS_SAL_RGN_DSC_EXT,653778.000000000000000000,REGION V BNF
CUS_SAL_RGN_DSC_EXT,541068.000000000000000000,Occidente
CUS_SAL_RGN_DSC_EXT,508538.000000000000000000,REGION VI
CUS_SAL_RGN_DSC_EXT,427935.000000000000000000,
CUS_SAL_RGN_DSC_EXT,386958.000000000000000000,Golfo
CUS_SAL_RGN_DSC_EXT,296347.000000000000000000,Norte
CUS_SAL_RGN_DSC_EXT,55808.000000000000000000,Distribuidores
CUS_SAL_RGN_DSC_EXT,23082.000000000000000000,DIRECTOS PLANTA
CUS_SAL_RGN_DSC_EXT,654.000000000000000000,REGION V
CUS_SAL_RGN_DSC_EXT,328.000000000000000000,GEN REGION
CUS_SAL_RGN_DSC_EXT,181.000000000000000000,REGION I
CUS_SAL_RGN_DSC_EXT,156.000000000000000000,REGION II
CUS_SAL_RGN_DSC_EXT,78.000000000000000000,REGION VII
CUS_SAL_RGN_DSC_EXT,10.000000000000000000,REGION VIII
