RAW_VARIANT,BRAND_ORIGINAL,GRAIN_COUNT,SOURCE_COLUMN,SOURCE_SYSTEM,marca_std,brand_owner,coverage_status
LA CASA DEL JUGO,LA CASA DEL JUGO,1,INP_56985,NIELSEN_PB,,UNKNOWN,UNMAPPED_COMPETITOR_OR_UNKNOWN
UTEKI,UTEKI,1,INP_56985,NIELSEN_PB,,UNKNOWN,UNMAPPED_COMPETITOR_OR_UNKNOWN
PLANT FOLK,PLANT FOLK,4,INP_56985,NIELSEN_PB,,UNKNOWN,UNMAPPED_COMPETITOR_OR_UNKNOWN
HEARTBEST,HEARTBEST,9,INP_56985,NIELSEN_PB,,UNKNOWN,UNMAPPED_COMPETITOR_OR_UNKNOWN
LALA VITA,LALA VITA,16,INP_56985,NIELSEN_PB,,UNKNOWN,UNMAPPED_COMPETITOR_OR_UNKNOWN
BOULDER,BOULDER,2,INP_56985,NIELSEN_PB,,UNKNOWN,UNMAPPED_COMPETITOR_OR_UNKNOWN
A DE COCO,A DE COCO,10,INP_56985,NIELSEN_PB,,UNKNOWN,UNMAPPED_COMPETITOR_OR_UNKNOWN
GOOD KARMA,GOOD KARMA,2,INP_56985,NIELSEN_PB,,UNKNOWN,UNMAPPED_COMPETITOR_OR_UNKNOWN
ALPURA,ALPURA,2,INP_56985,NIELSEN_PB,ALPURA,COMPETITOR,CONFIRMED
PEARL,PEARL,2,INP_56985,NIELSEN_PB,,UNKNOWN,UNMAPPED_COMPETITOR_OR_UNKNOWN
VILLA DE PATOS,VILLA DE PATOS,1,INP_56985,NIELSEN_PB,,UNKNOWN,UNMAPPED_COMPETITOR_OR_UNKNOWN
THAI KITCHEN,THAI KITCHEN,1,INP_56985,NIELSEN_PB,,UNKNOWN,UNMAPPED_COMPETITOR_OR_UNKNOWN
GUD,GUD,19,INP_56985,NIELSEN_PB,,UNKNOWN,UNMAPPED_COMPETITOR_OR_UNKNOWN
ADES,ADES,47,INP_56985,NIELSEN_PB,,UNKNOWN,UNMAPPED_COMPETITOR_OR_UNKNOWN
CALAHUA,CALAHUA,7,INP_56985,NIELSEN_PB,,UNKNOWN,UNMAPPED_COMPETITOR_OR_UNKNOWN
REAL NATURAL,REAL NATURAL,6,INP_56985,NIELSEN_PB,,UNKNOWN,UNMAPPED_COMPETITOR_OR_UNKNOWN
PLANT,PLANT,4,INP_56985,NIELSEN_PB,,UNKNOWN,UNMAPPED_COMPETITOR_OR_UNKNOWN
CALIFORNIA SUNSHINE,CALIFORNIA SUNSHINE,2,INP_56985,NIELSEN_PB,,UNKNOWN,UNMAPPED_COMPETITOR_OR_UNKNOWN
NATURAL GOOD SHAPE,NATURAL GOOD SHAPE,1,INP_56985,NIELSEN_PB,,UNKNOWN,UNMAPPED_COMPETITOR_OR_UNKNOWN
HERDEZ,HERDEZ,1,INP_56985,NIELSEN_PB,,UNKNOWN,UNMAPPED_COMPETITOR_OR_UNKNOWN
WILD HARVEST,WILD HARVEST,1,INP_56985,NIELSEN_PB,,UNKNOWN,UNMAPPED_COMPETITOR_OR_UNKNOWN
