RAW_VARIANT,BRAND_ORIGINAL,GRAIN_COUNT,SOURCE_COLUMN,SOURCE_SYSTEM,marca_std,brand_owner,coverage_status
LA PILARICA,LA PILARICA,20,INP_56985,NIELSEN_EDP,,UNKNOWN,UNMAPPED_COMPETITOR_OR_UNKNOWN
YOPRO,YOPRO,8,INP_56985,NIELSEN_EDP,YOPRO,DANONE,CONFIRMED
FLORENTINA,FLORENTINA,24,INP_56985,NIELSEN_EDP,,UNKNOWN,UNMAPPED_COMPETITOR_OR_UNKNOWN
VIVE EN EQUILIBRIO,VIVE EN EQUILIBRIO,36,INP_56985,NIELSEN_EDP,,UNKNOWN,UNMAPPED_COMPETITOR_OR_UNKNOWN
SAN MARCOS,SAN MARCOS,36,INP_56985,NIELSEN_EDP,,UNKNOWN,UNMAPPED_COMPETITOR_OR_UNKNOWN
YOPLAIT,YOPLAIT,1212,INP_56985,NIELSEN_EDP,YOPLAIT,COMPETITOR,CONFIRMED
SNACKPACK,SNACKPACK,18,INP_56985,NIELSEN_EDP,,UNKNOWN,UNMAPPED_COMPETITOR_OR_UNKNOWN
LUCERNA,LUCERNA,41,INP_56985,NIELSEN_EDP,,UNKNOWN,UNMAPPED_COMPETITOR_OR_UNKNOWN
JERSEY,JERSEY,39,INP_56985,NIELSEN_EDP,,UNKNOWN,UNMAPPED_COMPETITOR_OR_UNKNOWN
EL PINAR,EL PINAR,8,INP_56985,NIELSEN_EDP,,UNKNOWN,UNMAPPED_COMPETITOR_OR_UNKNOWN
CHEN,CHEN,14,INP_56985,NIELSEN_EDP,,UNKNOWN,UNMAPPED_COMPETITOR_OR_UNKNOWN
GASTRO PROTECT,GASTRO PROTECT,43,INP_56985,NIELSEN_EDP,,UNKNOWN,UNMAPPED_COMPETITOR_OR_UNKNOWN
GREEN FEELING,GREEN FEELING,14,INP_56985,NIELSEN_EDP,,UNKNOWN,UNMAPPED_COMPETITOR_OR_UNKNOWN
YOBELL,YOBELL,26,INP_56985,NIELSEN_EDP,,UNKNOWN,UNMAPPED_COMPETITOR_OR_UNKNOWN
GRANDMA S,GRANDMA S,10,INP_56985,NIELSEN_EDP,,UNKNOWN,UNMAPPED_COMPETITOR_OR_UNKNOWN
FLANDY,FLANDY,15,INP_56985,NIELSEN_EDP,,UNKNOWN,UNMAPPED_COMPETITOR_OR_UNKNOWN
LUMA,LUMA,13,INP_56985,NIELSEN_EDP,,UNKNOWN,UNMAPPED_COMPETITOR_OR_UNKNOWN
DANONINO,DANONINO,330,INP_56985,NIELSEN_EDP,DANONINO,DANONE,CONFIRMED
YOMI LALA,YOMI LALA,122,INP_56985,NIELSEN_EDP,,UNKNOWN,UNMAPPED_COMPETITOR_OR_UNKNOWN
DANETTE,DANETTE,171,INP_56985,NIELSEN_EDP,DANETTE,DANONE,CONFIRMED
CUADRITOS,CUADRITOS,34,INP_56985,NIELSEN_EDP,,UNKNOWN,UNMAPPED_COMPETITOR_OR_UNKNOWN
LIFEWAY,LIFEWAY,66,INP_56985,NIELSEN_EDP,,UNKNOWN,UNMAPPED_COMPETITOR_OR_UNKNOWN
YAKULT,YAKULT,51,INP_56985,NIELSEN_EDP,,UNKNOWN,UNMAPPED_COMPETITOR_OR_UNKNOWN
