raw_variant,brand_original,source_system,source_column,coverage_status,promoted,marca_std,grain_count,action
PUREZA VITAL,PUREZA VITAL,NIELSEN_EDP,INP_56985,UNMAPPED_LIKELY_DANONE,NO,,8,ACTION_REQUIRED
LA PUREZA,LA PUREZA,NIELSEN_WATER_RT,CSTM_310589,UNMAPPED_LIKELY_DANONE,NO,,6,ACTION_REQUIRED
PUREZA VITAL,PUREZA VITAL,NIELSEN_WATER_RT,CSTM_310589,UNMAPPED_LIKELY_DANONE,NO,,93,ACTION_REQUIRED
PUREZA VITAL KIDS,PUREZA VITAL KIDS,NIELSEN_WATER_RT,CSTM_310589,UNMAPPED_LIKELY_DANONE,NO,,8,ACTION_REQUIRED
SUNNY DELIGHT,SUNNY DELIGHT,NIELSEN_WATER_RT,CSTM_310589,UNMAPPED_LIKELY_DANONE,NO,,21,ACTION_REQUIRED
PUREZA VITAL,PUREZA VITAL,NIELSEN_WATER_ST,CSTM_310589,UNMAPPED_LIKELY_DANONE,NO,,155,ACTION_REQUIRED
PUREZA VITAL KIDS,PUREZA VITAL KIDS,NIELSEN_WATER_ST,CSTM_310589,UNMAPPED_LIKELY_DANONE,NO,,42,ACTION_REQUIRED
SUNNY DELIGHT,SUNNY DELIGHT,NIELSEN_WATER_ST,CSTM_310589,UNMAPPED_LIKELY_DANONE,NO,,44,ACTION_REQUIRED
