raw_variant,brand_original,source_system,source_column,coverage_status,promoted,marca_std,grain_count,action
D'SOLARES,D'SOLARES,NIELSEN_WATER_RT,CSTM_310589,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,29,ACTION_REQUIRED
DASANI,DASANI,NIELSEN_WATER_RT,CSTM_310589,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,12,ACTION_REQUIRED
DE LOS ANGELES,DE LOS ANGELES,NIELSEN_WATER_RT,CSTM_310589,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,6,ACTION_REQUIRED
DEL VALLE,DEL VALLE,NIELSEN_WATER_RT,CSTM_310589,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,106,ACTION_REQUIRED
DELAWARE PUNCH,DELAWARE PUNCH,NIELSEN_WATER_RT,CSTM_310589,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,47,ACTION_REQUIRED
DELICIAS,DELICIAS,NIELSEN_WATER_RT,CSTM_310589,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,6,ACTION_REQUIRED
E-PURA,E-PURA,NIELSEN_WATER_RT,CSTM_310589,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,91,ACTION_REQUIRED
E-PURA BEBE,E-PURA BEBE,NIELSEN_WATER_RT,CSTM_310589,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,12,ACTION_REQUIRED
E-PURITA,E-PURITA,NIELSEN_WATER_RT,CSTM_310589,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,16,ACTION_REQUIRED
EL MEXICANO,EL MEXICANO,NIELSEN_WATER_RT,CSTM_310589,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,12,ACTION_REQUIRED
ELECTROPURA,ELECTROPURA,NIELSEN_WATER_RT,CSTM_310589,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,19,ACTION_REQUIRED
ENERGIE,ENERGIE,NIELSEN_WATER_RT,CSTM_310589,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,10,ACTION_REQUIRED
FARAON,FARAON,NIELSEN_WATER_RT,CSTM_310589,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,16,ACTION_REQUIRED
FESTIN,FESTIN,NIELSEN_WATER_RT,CSTM_310589,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,6,ACTION_REQUIRED
FITLINE,FITLINE,NIELSEN_WATER_RT,CSTM_310589,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,8,ACTION_REQUIRED
FLORIDA 7,FLORIDA 7,NIELSEN_WATER_RT,CSTM_310589,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,23,ACTION_REQUIRED
FRIKO,FRIKO,NIELSEN_WATER_RT,CSTM_310589,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,6,ACTION_REQUIRED
FRUT,FRUT,NIELSEN_WATER_RT,CSTM_310589,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,2,ACTION_REQUIRED
FRUTI QUEKO,FRUTI QUEKO,NIELSEN_WATER_RT,CSTM_310589,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,31,ACTION_REQUIRED
FRUTIER,FRUTIER,NIELSEN_WATER_RT,CSTM_310589,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,9,ACTION_REQUIRED
FRUTOS DE VIDA,FRUTOS DE VIDA,NIELSEN_WATER_RT,CSTM_310589,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,18,ACTION_REQUIRED
FRUTSI,FRUTSI,NIELSEN_WATER_RT,CSTM_310589,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,35,ACTION_REQUIRED
FUENSANTA,FUENSANTA,NIELSEN_WATER_RT,CSTM_310589,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,29,ACTION_REQUIRED
FUZE,FUZE,NIELSEN_WATER_RT,CSTM_310589,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,6,ACTION_REQUIRED
GERBER,GERBER,NIELSEN_WATER_RT,CSTM_310589,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,120,ACTION_REQUIRED
GLACEAU,GLACEAU,NIELSEN_WATER_RT,CSTM_310589,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,25,ACTION_REQUIRED
GLACIAL,GLACIAL,NIELSEN_WATER_RT,CSTM_310589,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,10,ACTION_REQUIRED
GUD,GUD,NIELSEN_WATER_RT,CSTM_310589,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,12,ACTION_REQUIRED
GUGAR,GUGAR,NIELSEN_WATER_RT,CSTM_310589,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,50,ACTION_REQUIRED
GUGARIN,GUGARIN,NIELSEN_WATER_RT,CSTM_310589,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,9,ACTION_REQUIRED
GYM WATER,GYM WATER,NIELSEN_WATER_RT,CSTM_310589,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,21,ACTION_REQUIRED
HARMONY BROOK,HARMONY BROOK,NIELSEN_WATER_RT,CSTM_310589,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,16,ACTION_REQUIRED
HAWAIIAN PUNCH,HAWAIIAN PUNCH,NIELSEN_WATER_RT,CSTM_310589,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,20,ACTION_REQUIRED
HIDROPURA,HIDROPURA,NIELSEN_WATER_RT,CSTM_310589,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,20,ACTION_REQUIRED
JARRITA,JARRITA,NIELSEN_WATER_RT,CSTM_310589,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,6,ACTION_REQUIRED
JERSEY,JERSEY,NIELSEN_WATER_RT,CSTM_310589,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,24,ACTION_REQUIRED
JULIGHT,JULIGHT,NIELSEN_WATER_RT,CSTM_310589,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,8,ACTION_REQUIRED
JUMEX FRESH,JUMEX FRESH,NIELSEN_WATER_RT,CSTM_310589,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,40,ACTION_REQUIRED
JUMEX MIA,JUMEX MIA,NIELSEN_WATER_RT,CSTM_310589,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,17,ACTION_REQUIRED
JUNGHANNS,JUNGHANNS,NIELSEN_WATER_RT,CSTM_310589,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,10,ACTION_REQUIRED
KABALA,KABALA,NIELSEN_WATER_RT,CSTM_310589,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,6,ACTION_REQUIRED
KING FRUT,KING FRUT,NIELSEN_WATER_RT,CSTM_310589,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,11,ACTION_REQUIRED
KOOL-AID,KOOL-AID,NIELSEN_WATER_RT,CSTM_310589,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,19,ACTION_REQUIRED
LA JOLLA,LA JOLLA,NIELSEN_WATER_RT,CSTM_310589,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,19,ACTION_REQUIRED
LA NORIA,LA NORIA,NIELSEN_WATER_RT,CSTM_310589,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,6,ACTION_REQUIRED
LAS BRISAS,LAS BRISAS,NIELSEN_WATER_RT,CSTM_310589,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,20,ACTION_REQUIRED
LAS PUENTES,LAS PUENTES,NIELSEN_WATER_RT,CSTM_310589,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,6,ACTION_REQUIRED
LEON,LEON,NIELSEN_WATER_RT,CSTM_310589,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,7,ACTION_REQUIRED
LOS 19 HERMANOS,LOS 19 HERMANOS,NIELSEN_WATER_RT,CSTM_310589,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,72,ACTION_REQUIRED
LOS ALPES,LOS ALPES,NIELSEN_WATER_RT,CSTM_310589,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,10,ACTION_REQUIRED
LYDER,LYDER,NIELSEN_WATER_RT,CSTM_310589,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,6,ACTION_REQUIRED
MANANTIAL,MANANTIAL,NIELSEN_WATER_RT,CSTM_310589,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,6,ACTION_REQUIRED
MINUTE MAID,MINUTE MAID,NIELSEN_WATER_RT,CSTM_310589,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,45,ACTION_REQUIRED
MISTER Q,MISTER Q,NIELSEN_WATER_RT,CSTM_310589,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,15,ACTION_REQUIRED
MONDARIZ,MONDARIZ,NIELSEN_WATER_RT,CSTM_310589,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,9,ACTION_REQUIRED
NATURES HEART,NATURES HEART,NIELSEN_WATER_RT,CSTM_310589,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,16,ACTION_REQUIRED
NIAGARA,NIAGARA,NIELSEN_WATER_RT,CSTM_310589,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,27,ACTION_REQUIRED
NOSSO COCO,NOSSO COCO,NIELSEN_WATER_RT,CSTM_310589,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,21,ACTION_REQUIRED
NOVALIV,NOVALIV,NIELSEN_WATER_RT,CSTM_310589,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,45,ACTION_REQUIRED
OASIS,OASIS,NIELSEN_WATER_RT,CSTM_310589,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,41,ACTION_REQUIRED
OSO POKY,OSO POKY,NIELSEN_WATER_RT,CSTM_310589,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,13,ACTION_REQUIRED
OTHERS MARCA,OTHERS MARCA,NIELSEN_WATER_RT,CSTM_310589,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,3570,ACTION_REQUIRED
OYE,OYE,NIELSEN_WATER_RT,CSTM_310589,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,9,ACTION_REQUIRED
PATO PASCUAL,PATO PASCUAL,NIELSEN_WATER_RT,CSTM_310589,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,12,ACTION_REQUIRED
PENA PURA,PENA PURA,NIELSEN_WATER_RT,CSTM_310589,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,15,ACTION_REQUIRED
PL,PL,NIELSEN_WATER_RT,CSTM_310589,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,20,ACTION_REQUIRED
POWER PUNCH,POWER PUNCH,NIELSEN_WATER_RT,CSTM_310589,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,27,ACTION_REQUIRED
POWERADE,POWERADE,NIELSEN_WATER_RT,CSTM_310589,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,16,ACTION_REQUIRED
PREMIER,PREMIER,NIELSEN_WATER_RT,CSTM_310589,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,32,ACTION_REQUIRED
PROPEL,PROPEL,NIELSEN_WATER_RT,CSTM_310589,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,9,ACTION_REQUIRED
PULPY,PULPY,NIELSEN_WATER_RT,CSTM_310589,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,8,ACTION_REQUIRED
PURA SOL,PURA SOL,NIELSEN_WATER_RT,CSTM_310589,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,14,ACTION_REQUIRED
PURE LIFE,PURE LIFE,NIELSEN_WATER_RT,CSTM_310589,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,10,ACTION_REQUIRED
PURISIMA,PURISIMA,NIELSEN_WATER_RT,CSTM_310589,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,15,ACTION_REQUIRED
ROCIO,ROCIO,NIELSEN_WATER_RT,CSTM_310589,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,13,ACTION_REQUIRED
SABOR X,SABOR X,NIELSEN_WATER_RT,CSTM_310589,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,16,ACTION_REQUIRED
SABOREX,SABOREX,NIELSEN_WATER_RT,CSTM_310589,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,6,ACTION_REQUIRED
SAFARI,SAFARI,NIELSEN_WATER_RT,CSTM_310589,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,23,ACTION_REQUIRED
SAN JUDAS TADEO,SAN JUDAS TADEO,NIELSEN_WATER_RT,CSTM_310589,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,25,ACTION_REQUIRED
SANTA MARIA COAHUILA,SANTA MARIA COAHUILA,NIELSEN_WATER_RT,CSTM_310589,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,20,ACTION_REQUIRED
SANTA MONICA,SANTA MONICA,NIELSEN_WATER_RT,CSTM_310589,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,10,ACTION_REQUIRED
SANTORINI,SANTORINI,NIELSEN_WATER_RT,CSTM_310589,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,34,ACTION_REQUIRED
SELLO ROJO,SELLO ROJO,NIELSEN_WATER_RT,CSTM_310589,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,48,ACTION_REQUIRED
SHANDY,SHANDY,NIELSEN_WATER_RT,CSTM_310589,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,2,ACTION_REQUIRED
SIERRA AZUL,SIERRA AZUL,NIELSEN_WATER_RT,CSTM_310589,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,41,ACTION_REQUIRED
SKARCH,SKARCH,NIELSEN_WATER_RT,CSTM_310589,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,69,ACTION_REQUIRED
SNAPPLE,SNAPPLE,NIELSEN_WATER_RT,CSTM_310589,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,19,ACTION_REQUIRED
SOLEM,SOLEM,NIELSEN_WATER_RT,CSTM_310589,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,27,ACTION_REQUIRED
SONRISA,SONRISA,NIELSEN_WATER_RT,CSTM_310589,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,6,ACTION_REQUIRED
SPARKLETTS,SPARKLETTS,NIELSEN_WATER_RT,CSTM_310589,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,24,ACTION_REQUIRED
STA. MARIA -NESTLE-,STA. MARIA -NESTLE-,NIELSEN_WATER_RT,CSTM_310589,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,71,ACTION_REQUIRED
SUN LIGHT,SUN LIGHT,NIELSEN_WATER_RT,CSTM_310589,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,10,ACTION_REQUIRED
SUPER STAR,SUPER STAR,NIELSEN_WATER_RT,CSTM_310589,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,19,ACTION_REQUIRED
TAMPICO,TAMPICO,NIELSEN_WATER_RT,CSTM_310589,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,85,ACTION_REQUIRED
TROPIFRUT,TROPIFRUT,NIELSEN_WATER_RT,CSTM_310589,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,32,ACTION_REQUIRED
VALLE FRUT,VALLE FRUT,NIELSEN_WATER_RT,CSTM_310589,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,113,ACTION_REQUIRED
VICTORIA,VICTORIA,NIELSEN_WATER_RT,CSTM_310589,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,30,ACTION_REQUIRED
VIKA 8.5,VIKA 8.5,NIELSEN_WATER_RT,CSTM_310589,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,10,ACTION_REQUIRED
VILLA DE PATOS,VILLA DE PATOS,NIELSEN_WATER_RT,CSTM_310589,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,10,ACTION_REQUIRED
VIRY,VIRY,NIELSEN_WATER_RT,CSTM_310589,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,12,ACTION_REQUIRED
VOSS,VOSS,NIELSEN_WATER_RT,CSTM_310589,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,27,ACTION_REQUIRED
WELCH'S,WELCH'S,NIELSEN_WATER_RT,CSTM_310589,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,14,ACTION_REQUIRED
WINKY,WINKY,NIELSEN_WATER_RT,CSTM_310589,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,18,ACTION_REQUIRED
XALLAPAN,XALLAPAN,NIELSEN_WATER_RT,CSTM_310589,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,16,ACTION_REQUIRED
YUKAI,YUKAI,NIELSEN_WATER_RT,CSTM_310589,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,9,ACTION_REQUIRED
ZAMBA,ZAMBA,NIELSEN_WATER_RT,CSTM_310589,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,30,ACTION_REQUIRED
ZOE,ZOE,NIELSEN_WATER_RT,CSTM_310589,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,47,ACTION_REQUIRED
ZUBBA,ZUBBA,NIELSEN_WATER_RT,CSTM_310589,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,44,ACTION_REQUIRED
A DE COCO,A DE COCO,NIELSEN_WATER_ST,CSTM_310589,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,34,ACTION_REQUIRED
ACAPULCO,ACAPULCO,NIELSEN_WATER_ST,CSTM_310589,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,14,ACTION_REQUIRED
ACAPULCOCO,ACAPULCOCO,NIELSEN_WATER_ST,CSTM_310589,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,42,ACTION_REQUIRED
AGUAFIEL,AGUAFIEL,NIELSEN_WATER_ST,CSTM_310589,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,110,ACTION_REQUIRED
AGUITAS,AGUITAS,NIELSEN_WATER_ST,CSTM_310589,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,58,ACTION_REQUIRED
AL DIA,AL DIA,NIELSEN_WATER_ST,CSTM_310589,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,32,ACTION_REQUIRED
ALPINA,ALPINA,NIELSEN_WATER_ST,CSTM_310589,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,13,ACTION_REQUIRED
AQUA,AQUA,NIELSEN_WATER_ST,CSTM_310589,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,16,ACTION_REQUIRED
AQUA PURA,AQUA PURA,NIELSEN_WATER_ST,CSTM_310589,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,8,ACTION_REQUIRED
ARIZONA,ARIZONA,NIELSEN_WATER_ST,CSTM_310589,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,105,ACTION_REQUIRED
ARROWHEAD,ARROWHEAD,NIELSEN_WATER_ST,CSTM_310589,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,40,ACTION_REQUIRED
AURORA,AURORA,NIELSEN_WATER_ST,CSTM_310589,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,14,ACTION_REQUIRED
AWA,AWA,NIELSEN_WATER_ST,CSTM_310589,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,26,ACTION_REQUIRED
BAVIEN,BAVIEN,NIELSEN_WATER_ST,CSTM_310589,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,18,ACTION_REQUIRED
BE LIGHT,BE LIGHT,NIELSEN_WATER_ST,CSTM_310589,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,97,ACTION_REQUIRED
BEAUTY DRINK,BEAUTY DRINK,NIELSEN_WATER_ST,CSTM_310589,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,8,ACTION_REQUIRED
BEBERE FRUT,BEBERE FRUT,NIELSEN_WATER_ST,CSTM_310589,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,52,ACTION_REQUIRED
BIG,BIG,NIELSEN_WATER_ST,CSTM_310589,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,83,ACTION_REQUIRED
BIG AQUA VITAL,BIG AQUA VITAL,NIELSEN_WATER_ST,CSTM_310589,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,41,ACTION_REQUIRED
BLANQUITA,BLANQUITA,NIELSEN_WATER_ST,CSTM_310589,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,57,ACTION_REQUIRED
BOING,BOING,NIELSEN_WATER_ST,CSTM_310589,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,235,ACTION_REQUIRED
BONAFINA,BONAFINA,NIELSEN_WATER_ST,CSTM_310589,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,124,ACTION_REQUIRED
BONLATTI,BONLATTI,NIELSEN_WATER_ST,CSTM_310589,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,8,ACTION_REQUIRED
CACTUS,CACTUS,NIELSEN_WATER_ST,CSTM_310589,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,35,ACTION_REQUIRED
CALAHUA,CALAHUA,NIELSEN_WATER_ST,CSTM_310589,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,18,ACTION_REQUIRED
CAPRISUN,CAPRISUN,NIELSEN_WATER_ST,CSTM_310589,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,73,ACTION_REQUIRED
CASCADA,CASCADA,NIELSEN_WATER_ST,CSTM_310589,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,10,ACTION_REQUIRED
CHAPARRITA,CHAPARRITA,NIELSEN_WATER_ST,CSTM_310589,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,18,ACTION_REQUIRED
CHECHI,CHECHI,NIELSEN_WATER_ST,CSTM_310589,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,21,ACTION_REQUIRED
CHIQUITA,CHIQUITA,NIELSEN_WATER_ST,CSTM_310589,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,8,ACTION_REQUIRED
CLIGHT,CLIGHT,NIELSEN_WATER_ST,CSTM_310589,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,8,ACTION_REQUIRED
COCO NIAU,COCO NIAU,NIELSEN_WATER_ST,CSTM_310589,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,16,ACTION_REQUIRED
CRISTAL,CRISTAL,NIELSEN_WATER_ST,CSTM_310589,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,93,ACTION_REQUIRED
CRYSPURA,CRYSPURA,NIELSEN_WATER_ST,CSTM_310589,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,34,ACTION_REQUIRED
CRYSTAL,CRYSTAL,NIELSEN_WATER_ST,CSTM_310589,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,20,ACTION_REQUIRED
DE LOS ANGELES,DE LOS ANGELES,NIELSEN_WATER_ST,CSTM_310589,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,8,ACTION_REQUIRED
DEL VALLE,DEL VALLE,NIELSEN_WATER_ST,CSTM_310589,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,109,ACTION_REQUIRED
DELAWARE PUNCH,DELAWARE PUNCH,NIELSEN_WATER_ST,CSTM_310589,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,43,ACTION_REQUIRED
DUCOCO,DUCOCO,NIELSEN_WATER_ST,CSTM_310589,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,14,ACTION_REQUIRED
E-PURA,E-PURA,NIELSEN_WATER_ST,CSTM_310589,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,152,ACTION_REQUIRED
E-PURA BEBE,E-PURA BEBE,NIELSEN_WATER_ST,CSTM_310589,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,14,ACTION_REQUIRED
E-PURITA,E-PURITA,NIELSEN_WATER_ST,CSTM_310589,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,46,ACTION_REQUIRED
EL MEXICANO,EL MEXICANO,NIELSEN_WATER_ST,CSTM_310589,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,20,ACTION_REQUIRED
ELECTROPURA,ELECTROPURA,NIELSEN_WATER_ST,CSTM_310589,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,37,ACTION_REQUIRED
ENERGIE,ENERGIE,NIELSEN_WATER_ST,CSTM_310589,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,8,ACTION_REQUIRED
FARAON,FARAON,NIELSEN_WATER_ST,CSTM_310589,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,24,ACTION_REQUIRED
FESTIN,FESTIN,NIELSEN_WATER_ST,CSTM_310589,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,8,ACTION_REQUIRED
FITLINE,FITLINE,NIELSEN_WATER_ST,CSTM_310589,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,8,ACTION_REQUIRED
FLORIDA 7,FLORIDA 7,NIELSEN_WATER_ST,CSTM_310589,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,55,ACTION_REQUIRED
FOCO,FOCO,NIELSEN_WATER_ST,CSTM_310589,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,16,ACTION_REQUIRED
FRIKO,FRIKO,NIELSEN_WATER_ST,CSTM_310589,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,16,ACTION_REQUIRED
FRUTI QUEKO,FRUTI QUEKO,NIELSEN_WATER_ST,CSTM_310589,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,49,ACTION_REQUIRED
FRUTIER,FRUTIER,NIELSEN_WATER_ST,CSTM_310589,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,31,ACTION_REQUIRED
FRUTOS DE VIDA,FRUTOS DE VIDA,NIELSEN_WATER_ST,CSTM_310589,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,16,ACTION_REQUIRED
FRUTSI,FRUTSI,NIELSEN_WATER_ST,CSTM_310589,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,63,ACTION_REQUIRED
FUENSANTA,FUENSANTA,NIELSEN_WATER_ST,CSTM_310589,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,45,ACTION_REQUIRED
GERBER,GERBER,NIELSEN_WATER_ST,CSTM_310589,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,218,ACTION_REQUIRED
GLACEAU,GLACEAU,NIELSEN_WATER_ST,CSTM_310589,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,70,ACTION_REQUIRED
GLACIAL,GLACIAL,NIELSEN_WATER_ST,CSTM_310589,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,14,ACTION_REQUIRED
GUD,GUD,NIELSEN_WATER_ST,CSTM_310589,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,16,ACTION_REQUIRED
GUGAR,GUGAR,NIELSEN_WATER_ST,CSTM_310589,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,14,ACTION_REQUIRED
GYM WATER,GYM WATER,NIELSEN_WATER_ST,CSTM_310589,UNMAPPED_COMPETITOR_OR_UNKNOWN,NO,,10,ACTION_REQUIRED
