source_system,raw_variant,brand_original,row_count,coverage_status
NIELSEN_WATER_RT,SNAPPLE,SNAPPLE,3,UNMAPPED
NIELSEN_WATER_RT,SOLEM,SOLEM,5,UNMAPPED
NIELSEN_WATER_RT,SONRISA,SONRISA,1,UNMAPPED
NIELSEN_WATER_RT,SPARKLETTS,SPARKLETTS,5,UNMAPPED
NIELSEN_WATER_RT,STA. MARIA -NESTLE-,STA. MARIA -NESTLE-,22,UNMAPPED
NIELSEN_WATER_RT,SUN LIGHT,SUN LIGHT,2,UNMAPPED
NIELSEN_WATER_RT,SUNNY DELIGHT,SUNNY DELIGHT,5,UNMAPPED
NIELSEN_WATER_RT,SUPER STAR,SUPER STAR,5,UNMAPPED
NIELSEN_WATER_RT,TAMPICO,TAMPICO,25,UNMAPPED
NIELSEN_WATER_RT,TROPIFRUT,TROPIFRUT,8,UNMAPPED
NIELSEN_WATER_RT,VALLE FRUT,VALLE FRUT,39,UNMAPPED
NIELSEN_WATER_RT,VICTORIA,VICTORIA,7,UNMAPPED
NIELSEN_WATER_RT,VIKA 8.5,VIKA 8.5,2,UNMAPPED
NIELSEN_WATER_RT,VILLA DE PATOS,VILLA DE PATOS,2,UNMAPPED
NIELSEN_WATER_RT,VIRY,VIRY,2,UNMAPPED
NIELSEN_WATER_RT,VOSS,VOSS,6,UNMAPPED
NIELSEN_WATER_RT,WELCH'S,WELCH'S,3,UNMAPPED
NIELSEN_WATER_RT,WINKY,WINKY,4,UNMAPPED
NIELSEN_WATER_RT,XALLAPAN,XALLAPAN,3,UNMAPPED
NIELSEN_WATER_RT,YUKAI,YUKAI,2,UNMAPPED
NIELSEN_WATER_RT,ZAMBA,ZAMBA,8,UNMAPPED
NIELSEN_WATER_RT,ZOE,ZOE,11,UNMAPPED
NIELSEN_WATER_RT,ZUBBA,ZUBBA,12,UNMAPPED
NIELSEN_WATER_ST,A DE COCO,A DE COCO,8,UNMAPPED
NIELSEN_WATER_ST,ACAPULCO,ACAPULCO,2,UNMAPPED
NIELSEN_WATER_ST,ACAPULCOCO,ACAPULCOCO,10,UNMAPPED
NIELSEN_WATER_ST,AGA PUREZA,AGA PUREZA,7,UNMAPPED
NIELSEN_WATER_ST,AGUAFIEL,AGUAFIEL,23,UNMAPPED
NIELSEN_WATER_ST,AGUAS FRESCAS,AGUAS FRESCAS,5,UNMAPPED
NIELSEN_WATER_ST,AGUITAS,AGUITAS,30,UNMAPPED
NIELSEN_WATER_ST,AL DIA,AL DIA,7,UNMAPPED
NIELSEN_WATER_ST,ALPINA,ALPINA,2,UNMAPPED
NIELSEN_WATER_ST,AQUA,AQUA,3,UNMAPPED
NIELSEN_WATER_ST,AQUA PURA,AQUA PURA,1,UNMAPPED
NIELSEN_WATER_ST,ARIZONA,ARIZONA,35,UNMAPPED
NIELSEN_WATER_ST,ARROWHEAD,ARROWHEAD,8,UNMAPPED
NIELSEN_WATER_ST,AURORA,AURORA,2,UNMAPPED
NIELSEN_WATER_ST,AWA,AWA,7,UNMAPPED
NIELSEN_WATER_ST,BAVIEN,BAVIEN,4,UNMAPPED
NIELSEN_WATER_ST,BE LIGHT,BE LIGHT,35,UNMAPPED
NIELSEN_WATER_ST,BEAUTY DRINK,BEAUTY DRINK,1,UNMAPPED
NIELSEN_WATER_ST,BEBERE FRUT,BEBERE FRUT,15,UNMAPPED
NIELSEN_WATER_ST,BIG,BIG,15,UNMAPPED
NIELSEN_WATER_ST,BIG AQUA VITAL,BIG AQUA VITAL,7,UNMAPPED
NIELSEN_WATER_ST,BLANQUITA,BLANQUITA,13,UNMAPPED
NIELSEN_WATER_ST,BOING,BOING,96,UNMAPPED
NIELSEN_WATER_ST,BONAFINA,BONAFINA,34,UNMAPPED
NIELSEN_WATER_ST,BONAFONT,BONAFONT,331,UNMAPPED
NIELSEN_WATER_ST,BONLATTI,BONLATTI,1,UNMAPPED
NIELSEN_WATER_ST,CACTUS,CACTUS,7,UNMAPPED
NIELSEN_WATER_ST,CALAHUA,CALAHUA,4,UNMAPPED
NIELSEN_WATER_ST,CAPRISUN,CAPRISUN,23,UNMAPPED
NIELSEN_WATER_ST,CASCADA,CASCADA,2,UNMAPPED
NIELSEN_WATER_ST,CHAPARRITA,CHAPARRITA,5,UNMAPPED
NIELSEN_WATER_ST,CHECHI,CHECHI,3,UNMAPPED
NIELSEN_WATER_ST,CHIQUITA,CHIQUITA,1,UNMAPPED
NIELSEN_WATER_ST,CIEL,CIEL,97,UNMAPPED
NIELSEN_WATER_ST,CLIGHT,CLIGHT,1,UNMAPPED
NIELSEN_WATER_ST,COCO NIAU,COCO NIAU,2,UNMAPPED
NIELSEN_WATER_ST,CRISTAL,CRISTAL,18,UNMAPPED
NIELSEN_WATER_ST,CRYSPURA,CRYSPURA,7,UNMAPPED
NIELSEN_WATER_ST,CRYSTAL,CRYSTAL,3,UNMAPPED
NIELSEN_WATER_ST,DE LOS ANGELES,DE LOS ANGELES,1,UNMAPPED
NIELSEN_WATER_ST,DEL VALLE,DEL VALLE,27,UNMAPPED
NIELSEN_WATER_ST,DELAWARE PUNCH,DELAWARE PUNCH,8,UNMAPPED
NIELSEN_WATER_ST,DUCOCO,DUCOCO,2,UNMAPPED
NIELSEN_WATER_ST,E-PURA,E-PURA,39,UNMAPPED
NIELSEN_WATER_ST,E-PURA BEBE,E-PURA BEBE,2,UNMAPPED
NIELSEN_WATER_ST,E-PURITA,E-PURITA,15,UNMAPPED
NIELSEN_WATER_ST,EL MEXICANO,EL MEXICANO,4,UNMAPPED
NIELSEN_WATER_ST,ELECTROPURA,ELECTROPURA,9,UNMAPPED
NIELSEN_WATER_ST,ENERGIE,ENERGIE,1,UNMAPPED
NIELSEN_WATER_ST,EVIAN,EVIAN,17,UNMAPPED
NIELSEN_WATER_ST,FARAON,FARAON,4,UNMAPPED
NIELSEN_WATER_ST,FESTIN,FESTIN,1,UNMAPPED
NIELSEN_WATER_ST,FITLINE,FITLINE,1,UNMAPPED
NIELSEN_WATER_ST,FLORIDA 7,FLORIDA 7,18,UNMAPPED
NIELSEN_WATER_ST,FOCO,FOCO,2,UNMAPPED
NIELSEN_WATER_ST,FRIKO,FRIKO,5,UNMAPPED
NIELSEN_WATER_ST,FRUTI QUEKO,FRUTI QUEKO,14,UNMAPPED
NIELSEN_WATER_ST,FRUTIER,FRUTIER,11,UNMAPPED
NIELSEN_WATER_ST,FRUTOS DE VIDA,FRUTOS DE VIDA,3,UNMAPPED
NIELSEN_WATER_ST,FRUTSI,FRUTSI,22,UNMAPPED
NIELSEN_WATER_ST,FUENSANTA,FUENSANTA,10,UNMAPPED
NIELSEN_WATER_ST,GERBER,GERBER,66,UNMAPPED
NIELSEN_WATER_ST,GLACEAU,GLACEAU,22,UNMAPPED
NIELSEN_WATER_ST,GLACIAL,GLACIAL,2,UNMAPPED
NIELSEN_WATER_ST,GUD,GUD,2,UNMAPPED
NIELSEN_WATER_ST,GUGAR,GUGAR,2,UNMAPPED
NIELSEN_WATER_ST,GYM WATER,GYM WATER,2,UNMAPPED
NIELSEN_WATER_ST,HARMONY BROOK,HARMONY BROOK,6,UNMAPPED
NIELSEN_WATER_ST,HAWAIIAN PUNCH,HAWAIIAN PUNCH,4,UNMAPPED
NIELSEN_WATER_ST,INFINIT,INFINIT,1,UNMAPPED
NIELSEN_WATER_ST,JERSEY,JERSEY,5,UNMAPPED
NIELSEN_WATER_ST,JULIGHT,JULIGHT,2,UNMAPPED
NIELSEN_WATER_ST,JUMEX,JUMEX,193,UNMAPPED
NIELSEN_WATER_ST,JUMEX FRESH,JUMEX FRESH,20,UNMAPPED
NIELSEN_WATER_ST,JUMEX MIA,JUMEX MIA,4,UNMAPPED
NIELSEN_WATER_ST,JUNGHANNS,JUNGHANNS,2,UNMAPPED
NIELSEN_WATER_ST,KING FRUT,KING FRUT,2,UNMAPPED
NIELSEN_WATER_ST,KOOL-AID,KOOL-AID,13,UNMAPPED
NIELSEN_WATER_ST,LA JOLLA,LA JOLLA,3,UNMAPPED
NIELSEN_WATER_ST,LALA,LALA,14,UNMAPPED
NIELSEN_WATER_ST,LAS BRISAS,LAS BRISAS,3,UNMAPPED
NIELSEN_WATER_ST,LEON,LEON,2,UNMAPPED
NIELSEN_WATER_ST,LOS 19 HERMANOS,LOS 19 HERMANOS,5,UNMAPPED
NIELSEN_WATER_ST,LOS ALPES,LOS ALPES,3,UNMAPPED
NIELSEN_WATER_ST,MINUTE MAID,MINUTE MAID,15,UNMAPPED
NIELSEN_WATER_ST,MISTER Q,MISTER Q,2,UNMAPPED
NIELSEN_WATER_ST,MONDARIZ,MONDARIZ,1,UNMAPPED
NIELSEN_WATER_ST,NATURES HEART,NATURES HEART,3,UNMAPPED
NIELSEN_WATER_ST,NIAGARA,NIAGARA,11,UNMAPPED
NIELSEN_WATER_ST,NOSSO COCO,NOSSO COCO,4,UNMAPPED
NIELSEN_WATER_ST,NOVALIV,NOVALIV,13,UNMAPPED
NIELSEN_WATER_ST,OASIS,OASIS,1,UNMAPPED
NIELSEN_WATER_ST,OSO POKY,OSO POKY,8,UNMAPPED
NIELSEN_WATER_ST,OTHERS MARCA,OTHERS MARCA,951,UNMAPPED
NIELSEN_WATER_ST,OYE,OYE,6,UNMAPPED
NIELSEN_WATER_ST,PENA PURA,PENA PURA,3,UNMAPPED
NIELSEN_WATER_ST,PL,PL,0,UNMAPPED
NIELSEN_WATER_ST,POWER PUNCH,POWER PUNCH,2,UNMAPPED
NIELSEN_WATER_ST,POWERADE,POWERADE,3,UNMAPPED
NIELSEN_WATER_ST,PREMIER,PREMIER,4,UNMAPPED
NIELSEN_WATER_ST,PULPY,PULPY,6,UNMAPPED
NIELSEN_WATER_ST,PURA SOL,PURA SOL,1,UNMAPPED
NIELSEN_WATER_ST,PURE LIFE,PURE LIFE,1,UNMAPPED
NIELSEN_WATER_ST,PUREZA VITAL,PUREZA VITAL,39,UNMAPPED
NIELSEN_WATER_ST,PUREZA VITAL KIDS,PUREZA VITAL KIDS,17,UNMAPPED
NIELSEN_WATER_ST,PURISIMA,PURISIMA,2,UNMAPPED
NIELSEN_WATER_ST,ROCIO,ROCIO,1,UNMAPPED
NIELSEN_WATER_ST,SABOR X,SABOR X,6,UNMAPPED
NIELSEN_WATER_ST,SABOREX,SABOREX,1,UNMAPPED
NIELSEN_WATER_ST,SAN JUDAS TADEO,SAN JUDAS TADEO,4,UNMAPPED
NIELSEN_WATER_ST,SANTA MARIA COAHUILA,SANTA MARIA COAHUILA,2,UNMAPPED
NIELSEN_WATER_ST,SANTA MONICA,SANTA MONICA,4,UNMAPPED
NIELSEN_WATER_ST,SANTORINI,SANTORINI,5,UNMAPPED
NIELSEN_WATER_ST,SELLO ROJO,SELLO ROJO,44,UNMAPPED
NIELSEN_WATER_ST,SHANDY,SHANDY,1,UNMAPPED
NIELSEN_WATER_ST,SIERRA AZUL,SIERRA AZUL,7,UNMAPPED
NIELSEN_WATER_ST,SKARCH,SKARCH,20,UNMAPPED
NIELSEN_WATER_ST,SNAPPLE,SNAPPLE,3,UNMAPPED
NIELSEN_WATER_ST,SOLEM,SOLEM,19,UNMAPPED
NIELSEN_WATER_ST,SONRISA,SONRISA,3,UNMAPPED
NIELSEN_WATER_ST,SPARKLETTS,SPARKLETTS,9,UNMAPPED
NIELSEN_WATER_ST,STA. MARIA -NESTLE-,STA. MARIA -NESTLE-,30,UNMAPPED
NIELSEN_WATER_ST,SUN LIGHT,SUN LIGHT,1,UNMAPPED
NIELSEN_WATER_ST,SUNNY DELIGHT,SUNNY DELIGHT,10,UNMAPPED
NIELSEN_WATER_ST,SUPER STAR,SUPER STAR,1,UNMAPPED
NIELSEN_WATER_ST,TAMPICO,TAMPICO,30,UNMAPPED
NIELSEN_WATER_ST,TROPIFRUT,TROPIFRUT,7,UNMAPPED
NIELSEN_WATER_ST,VALLE FRUT,VALLE FRUT,59,UNMAPPED
NIELSEN_WATER_ST,VICTORIA,VICTORIA,3,UNMAPPED
NIELSEN_WATER_ST,VIKA 8.5,VIKA 8.5,3,UNMAPPED
NIELSEN_WATER_ST,VILLA DE PATOS,VILLA DE PATOS,3,UNMAPPED
NIELSEN_WATER_ST,VIRY,VIRY,2,UNMAPPED
NIELSEN_WATER_ST,VOSS,VOSS,7,UNMAPPED
NIELSEN_WATER_ST,WELCH'S,WELCH'S,5,UNMAPPED
NIELSEN_WATER_ST,WINKY,WINKY,5,UNMAPPED
NIELSEN_WATER_ST,XALLAPAN,XALLAPAN,2,UNMAPPED
NIELSEN_WATER_ST,YUKAI,YUKAI,2,UNMAPPED
NIELSEN_WATER_ST,ZAMBA,ZAMBA,3,UNMAPPED
NIELSEN_WATER_ST,ZOE,ZOE,20,UNMAPPED
NIELSEN_WATER_ST,ZUBBA,ZUBBA,6,UNMAPPED
SELL_IN,25 AÑOS,25 Años,7,UNMAPPED
SELL_IN,2PACK BLANCO,2Pack Blanco,1,UNMAPPED
SELL_IN,2PACK NEGRO,2Pack Negro,1,UNMAPPED
SELL_IN,ACTIVIA,ACTIVIA,335,UNMAPPED
SELL_IN,AGA,Aga,4,UNMAPPED
SELL_IN,AGA 20 LTS,Aga 20 Lts,3,UNMAPPED
SELL_IN,AGUA NATURAL,Agua Natural,27,UNMAPPED
SELL_IN,AIRIS,Airis,1,UNMAPPED
SELL_IN,ALCANCIA,Alcancia,2,UNMAPPED
SELL_IN,AQUAPURA,AQUAPURA,3,UNMAPPED
SELL_IN,ARCOIRIS,Arcoiris,1,UNMAPPED
SELL_IN,AZUL BONAFONT,Azul Bonafont,1,UNMAPPED
SELL_IN,BADOIT,BADOIT,17,UNMAPPED
SELL_IN,BASES,Bases,42,UNMAPPED
SELL_IN,BEBEDERO,Bebedero,1,UNMAPPED
SELL_IN,BENEGASTRO,BENEGASTRO,17,UNMAPPED
SELL_IN,BFT 11 LTS,Bft 11 Lts,2,UNMAPPED
SELL_IN,BFT 20 LTS,Bft 20 Lts,1,UNMAPPED
SELL_IN,BOMBA,Bomba,12,UNMAPPED
SELL_IN,BONAFONT,Bonafont,3,UNMAPPED
SELL_IN,BONAFONT,BONAFONT,274,UNMAPPED
SELL_IN,BONAFONT JUGO,BONAFONT JUGO,301,UNMAPPED
SELL_IN,BONAFONT KIDS,BONAFONT KIDS,151,UNMAPPED
SELL_IN,BONAFONT KIDS NATURAL,BONAFONT KIDS NATURAL,5,UNMAPPED
SELL_IN,BONAFONT SER,BONAFONT SER,10,UNMAPPED
SELL_IN,BOTANERO,Botanero,1,UNMAPPED
SELL_IN,BOTELLA AGA,Botella Aga,13,UNMAPPED
SELL_IN,BOWLS,Bowls,1,UNMAPPED
SELL_IN,BUTTER,BUTTER,1,UNMAPPED
SELL_IN,CAFE,Cafe,2,UNMAPPED
SELL_IN,CARRERA,Carrera,2,UNMAPPED
SELL_IN,CERAMICA,Ceramica,1,UNMAPPED
SELL_IN,CIEL,Ciel,1,UNMAPPED
SELL_IN,CODISTRIBUCION,CODISTRIBUCION,338,UNMAPPED
SELL_IN,COLORS & FLAVOURS,COLORS & FLAVOURS,3,UNMAPPED
SELL_IN,COSMETIQUERA,cosmetiquera,1,UNMAPPED
SELL_IN,DAIRY DANONE FRANCE,Dairy Danone France,1,UNMAPPED
SELL_IN,DAIRY DANONE MEXICO,DAIRY DANONE MEXICO,419,UNMAPPED
SELL_IN,DAN'UP,DAN'UP,184,UNMAPPED
SELL_IN,DANAO,DANAO,1,UNMAPPED
SELL_IN,DANETTE,DANETTE,96,UNMAPPED
SELL_IN,DANMIX,DANMIX,30,UNMAPPED
SELL_IN,DANONE,Danone,6,UNMAPPED
SELL_IN,DANONE CREME,DANONE CREME,11,UNMAPPED
SELL_IN,DANONE HERSHEYS,DANONE HERSHEYS,3,UNMAPPED
SELL_IN,DANONE YOGHURT,DANONE YOGHURT,463,UNMAPPED
SELL_IN,DANONINO,DANONINO,277,UNMAPPED
SELL_IN,DANY,DANY,108,UNMAPPED
SELL_IN,DELIGHT,DELIGHT,18,UNMAPPED
SELL_IN,DESTILADA,Destilada,2,UNMAPPED
SELL_IN,DISNEY,Disney,5,UNMAPPED
SELL_IN,DISPENSERS,Dispensers,8,UNMAPPED
SELL_IN,ESPECIERO,Especiero,3,UNMAPPED
SELL_IN,EVIAN,EVIAN,143,UNMAPPED
SELL_IN,FERRARELLE,FERRARELLE,4,UNMAPPED
SELL_IN,FLEXIBLES,FLEXIBLES,2,UNMAPPED
SELL_IN,FONTAINE,Fontaine,2,UNMAPPED
SELL_IN,FRESH,Fresh,1,UNMAPPED
SELL_IN,FRIDA,Frida,2,UNMAPPED
SELL_IN,FRIJOLES,Frijoles,3,UNMAPPED
SELL_IN,FRUIX,FRUIX,14,UNMAPPED
SELL_IN,GRANEL,Granel,3,UNMAPPED
SELL_IN,HERSHEYS,HERSHEYS,1,UNMAPPED
SELL_IN,ICE AGE,Ice Age,1,UNMAPPED
SELL_IN,INFANTIL,Infantil,1,UNMAPPED
SELL_IN,JARRA,Jarra,11,UNMAPPED
SELL_IN,JUIZZY,Juizzy,36,UNMAPPED
SELL_IN,KIDS,Kids,10,UNMAPPED
SELL_IN,KINDER,KINDER,145,UNMAPPED
SELL_IN,KUNG FU PANDA,Kung Fu Panda,1,UNMAPPED
SELL_IN,KUYEN KAAT,KUYEN KAAT,1,UNMAPPED
SELL_IN,LAPICERA,Lapicera,1,UNMAPPED
SELL_IN,LEVITE,LEVITE,344,UNMAPPED
SELL_IN,LEVITE,Levite,19,UNMAPPED
SELL_IN,LIBRO NAVIDEÑO,libro navideño,1,UNMAPPED
SELL_IN,LICUAMIX,LICUAMIX,3,UNMAPPED
SELL_IN,LONCHERA,Lonchera,6,UNMAPPED
SELL_IN,METALICO,Metalico,6,UNMAPPED
SELL_IN,MILK POWDERS,MILK POWDERS,1,UNMAPPED
SELL_IN,MINERALIZADA,Mineralizada,6,UNMAPPED
SELL_IN,MUNDIAL,Mundial,3,UNMAPPED
SELL_IN,NANO,Nano,1,UNMAPPED
SELL_IN,NATURAL,NATURAL,3,UNMAPPED
SELL_IN,NATURILLAS,Naturillas,1,UNMAPPED
SELL_IN,OCEAN SPRAY,OCEAN SPRAY,29,UNMAPPED
SELL_IN,OIKOS,OIKOS,137,UNMAPPED
SELL_IN,OTHERS,OTHERS,233,UNMAPPED
SELL_IN,PALAS,Palas,1,UNMAPPED
SELL_IN,PATRIO,Patrio,1,UNMAPPED
SELL_IN,PLASTIC BOTTLE,PLASTIC BOTTLE,2,UNMAPPED
SELL_IN,PLAYERA MUNDIAL,playera mundial,2,UNMAPPED
SELL_IN,POLAR,Polar,2,UNMAPPED
SELL_IN,PORTAVASOS,portavasos,2,UNMAPPED
SELL_IN,POUCH,Pouch,4,UNMAPPED
SELL_IN,PRIMAVERA,Primavera,1,UNMAPPED
SELL_IN,PRIVADA,PRIVADA,46,UNMAPPED
SELL_IN,PRODUCTOS DESCONTINUADOS,Productos Descontinuados,229,UNMAPPED
SELL_IN,PROMO,PROMO,13,UNMAPPED
SELL_IN,PROMO,Promo,1,UNMAPPED
SELL_IN,PUREZA AGA,PUREZA AGA,14,UNMAPPED
SELL_IN,REFRACTARIOS,Refractarios,2,UNMAPPED
SELL_IN,RETO,Reto,2,UNMAPPED
SELL_IN,SABOR FRESA,SABOR FRESA,1,UNMAPPED
SELL_IN,SABOR HORCHATA,SABOR HORCHATA,1,UNMAPPED
SELL_IN,SABOR JAMAICA,SABOR JAMAICA,1,UNMAPPED
SELL_IN,SABOR LIMON,SABOR LIMON,1,UNMAPPED
SELL_IN,SABOR NARANJA,SABOR NARANJA,1,UNMAPPED
SELL_IN,SALMON BONAFONT,Salmon Bonafont,4,UNMAPPED
SELL_IN,SER PURA,Ser Pura,4,UNMAPPED
SELL_IN,SILK,Silk,1,UNMAPPED
SELL_IN,SILK,SILK,417,UNMAPPED
SELL_IN,SILK ORIG 946ML,SILK ORIG 946ML,1,UNMAPPED
SELL_IN,SILKCHOCO190ML,SILKCHOCO190ML,2,UNMAPPED
SELL_IN,SO DELICIOUS,SO DELICIOUS,1,UNMAPPED
SELL_IN,SPORT,Sport,1,UNMAPPED
SELL_IN,STAR WARS,Star Wars,5,UNMAPPED
SELL_IN,STOK,STOK,4,UNMAPPED
SELL_IN,TABLAS,Tablas,1,UNMAPPED
SELL_IN,TAZAS,Tazas,1,UNMAPPED
SELL_IN,TERMO,Termo,114,UNMAPPED
SELL_IN,TOALLAS,Toallas,1,UNMAPPED
SELL_IN,TUPPER,Tupper,3,UNMAPPED
SELL_IN,TÉ BONAFONT,TÉ BONAFONT,7,UNMAPPED
SELL_IN,ULTRAPURA,Ultrapura,5,UNMAPPED
SELL_IN,UTENSILIOS,Utensilios,1,UNMAPPED
SELL_IN,VAJILLA,Vajilla,7,UNMAPPED
SELL_IN,VASOS,Vasos,12,UNMAPPED
SELL_IN,VITALINEA,VITALINEA,115,UNMAPPED
SELL_IN,VOLVIC,VOLVIC,9,UNMAPPED
SELL_IN,WATER BONAFONT,WATER BONAFONT,5,UNMAPPED
SELL_IN,WATER INFINIT,WATER INFINIT,6,UNMAPPED
SELL_IN,WMW,Wmw,1,UNMAPPED
SELL_IN,YOPRO,YOPRO,15,UNMAPPED
SELL_OUT,ACTIVIA,ACTIVIA,180,UNMAPPED
SELL_OUT,ADES,ADES,2,UNMAPPED
SELL_OUT,AGUAS FRESCAS,AGUAS FRESCAS,105,UNMAPPED
SELL_OUT,BADOIT,BADOIT,5,UNMAPPED
SELL_OUT,BEC,BEC,44,UNMAPPED
SELL_OUT,BENEGASTRO,BENEGASTRO,14,UNMAPPED
SELL_OUT,BONAFONT,BONAFONT,166,UNMAPPED
SELL_OUT,BONAFONT KIDS,BONAFONT KIDS,71,UNMAPPED
SELL_OUT,BONAFONT MINERAL,BONAFONT MINERAL,5,UNMAPPED
SELL_OUT,BONAFONT SER,BONAFONT SER,6,UNMAPPED
SELL_OUT,CHILCHOTA,CHILCHOTA,19,UNMAPPED
SELL_OUT,DANETTE,DANETTE,60,UNMAPPED
SELL_OUT,DANFRUT,DANFRUT,4,UNMAPPED
SELL_OUT,DANMIX,DANMIX,17,UNMAPPED
SELL_OUT,DANONE,DANONE,283,UNMAPPED
SELL_OUT,DANONE FREE,DANONE FREE,5,UNMAPPED
SELL_OUT,DANONINO,DANONINO,136,UNMAPPED
SELL_OUT,DANUP,DANUP,82,UNMAPPED
SELL_OUT,DANY,DANY,55,UNMAPPED
SELL_OUT,DELIGHT,DELIGHT,22,UNMAPPED
SELL_OUT,EVIAN,EVIAN,43,UNMAPPED
SELL_OUT,FRUIX,FRUIX,12,UNMAPPED
SELL_OUT,HERSHEYS,HERSHEYS,3,UNMAPPED
SELL_OUT,INACTIVO,INACTIVO,2,UNMAPPED
SELL_OUT,INFINIT WATER,INFINIT WATER,3,UNMAPPED
SELL_OUT,JUIZZY,JUIZZY,35,UNMAPPED
SELL_OUT,LEVITE,LEVITE,153,UNMAPPED
SELL_OUT,LICUAMIX,LICUAMIX,3,UNMAPPED
SELL_OUT,LIGERI,LIGERI,2,UNMAPPED
SELL_OUT,MEMBERS MARK,MEMBERS MARK,3,UNMAPPED
SELL_OUT,NA,NA,2,UNMAPPED
SELL_OUT,OCEAN SPRAY,OCEAN SPRAY,32,UNMAPPED
SELL_OUT,OIKOS,OIKOS,105,UNMAPPED
SELL_OUT,OIKOS UHT,OIKOS UHT,2,UNMAPPED
SELL_OUT,OTROS,OTROS,11,UNMAPPED
SELL_OUT,PUREZA AGA,PUREZA AGA,9,UNMAPPED
SELL_OUT,SILK,SILK,148,UNMAPPED
SELL_OUT,SO DELICIOUS,SO DELICIOUS,7,UNMAPPED
SELL_OUT,STOK COLD BREW,STOK COLD BREW,1,UNMAPPED
SELL_OUT,TE BONAFONT,TE BONAFONT,3,UNMAPPED
SELL_OUT,VITALINEA,VITALINEA,80,UNMAPPED
SELL_OUT,YOPRO,YOPRO,13,UNMAPPED
WASTE,0,0,9054,UNMAPPED
WASTE,ACTIVIA,ACTIVIA,666427,UNMAPPED
WASTE,BENEG,BENEG,13036,UNMAPPED
WASTE,BENEGASTRO,BENEGASTRO,96593,UNMAPPED
WASTE,DAIRY,DAIRY,229,UNMAPPED
WASTE,DANETTE,DANETTE,653101,UNMAPPED
WASTE,DANISSIMO,DANISSIMO,89,UNMAPPED
WASTE,DANMIX,DANMIX,167199,UNMAPPED
WASTE,DANMMIX,DANMMIX,543,UNMAPPED
WASTE,DANONE,DANONE,1901122,UNMAPPED
WASTE,DANONE HERSHEYS,DANONE HERSHEYS,2242,UNMAPPED
WASTE,DANONE YOGHURT,DANONE YOGHURT,4,UNMAPPED
WASTE,DANONINO,DANONINO,956616,UNMAPPED
WASTE,DANONINOLIQUIDO,DANONINOLIQUIDO,6571,UNMAPPED
WASTE,DANUP,DANUP,309552,UNMAPPED
WASTE,DANY,DANY,775224,UNMAPPED
WASTE,DELIGHT,DELIGHT,11215,UNMAPPED
WASTE,HERSHEYS,HERSHEYS,2897,UNMAPPED
WASTE,MULTI,MULTI,75,UNMAPPED
WASTE,OCEAN,OCEAN,97,UNMAPPED
WASTE,OCEAN SPRAY,OCEAN SPRAY,137937,UNMAPPED
WASTE,OIKOS,OIKOS,998373,UNMAPPED
WASTE,SILK,SILK,310739,UNMAPPED
WASTE,SO DELICIOUS,SO DELICIOUS,105,UNMAPPED
WASTE,VITALINEA,VITALINEA,147321,UNMAPPED
WASTE,YO PRO,YO PRO,1373,UNMAPPED
